VEHICLE_ID,CUSTOMER_ID,DEALER_ID,VIN,YEAR,MAKE,MODEL,TRIM,COLOR,MILEAGE,PURCHASE_DATE,IS_LEASE,LEASE_END_DATE,CREATED_AT
VEH01279,CUS01279,DLR001,19936525113210507,2019,Toyota,Tacoma,LE,Green,22087,2020-12-04,False,,2023-05-07
VEH01280,CUS01280,DLR003,11326332184520770,2021,Ford,F-150,LX,Gold,102602,2021-09-06,False,,2021-02-15
VEH01281,CUS01281,DLR001,15483375062884897,2018,Kia,Optima,Base,Beige,105496,2021-08-08,False,,2023-08-02
VEH01282,CUS01282,DLR004,10710123317823897,2020,Chevrolet,Malibu,Sport,Beige,88617,2020-08-20,True,2024-06-06,2023-10-20
VEH01283,CUS01283,DLR004,10890114628335823,2018,Chevrolet,Malibu,Limited,Red,54328,2019-04-20,False,,2023-05-01
VEH01284,CUS01284,DLR003,19019853998753454,2021,Ford,Edge,LX,Silver,14535,2021-09-20,False,,2023-02-01
VEH01285,CUS01285,DLR005,12085424619780883,2022,BMW,5 Series,Base,Blue,100003,2022-07-21,False,,2020-03-20
VEH01286,CUS01286,DLR003,13798926638999116,2022,Ford,F-150,EX,Red,23775,2022-07-15,False,,2023-05-28
VEH01287,CUS01287,DLR001,10220178172129374,2021,Toyota,RAV4,Limited,Gold,119021,2020-10-07,False,,2020-07-01
VEH01288,CUS01288,DLR001,12809727535087104,2023,Toyota,Camry,Sport,Brown,101617,2023-08-12,True,2023-10-10,2022-12-08
VEH01289,CUS01289,DLR003,16746454531233442,2020,Ford,Explorer,Limited,Black,72337,2021-08-11,False,,2021-05-18
VEH01290,CUS01290,DLR003,17745087952290607,2022,Ford,Bronco,Base,Red,85548,2022-03-14,True,2024-04-19,2021-08-11
VEH01291,CUS01291,DLR005,10974738374619256,2018,Kia,Optima,Base,Blue,104828,2019-03-21,False,,2020-11-04
VEH01292,CUS01292,DLR001,15074531720472349,2022,Toyota,Tacoma,SE,Beige,21816,2021-02-12,False,,2020-07-10
VEH01293,CUS01293,DLR005,10801090253047254,2022,BMW,X3,XLE,White,101446,2019-02-07,False,,2021-11-13
VEH01294,CUS01294,DLR005,16897304687659275,2022,BMW,5 Series,Sport,Gray,77993,2019-01-27,False,,2022-04-14
VEH01295,CUS01295,DLR001,12660920843355019,2019,Toyota,Camry,Sport,Beige,80556,2020-05-06,False,,2022-08-28
VEH01296,CUS01296,DLR005,13302209416314562,2021,BMW,X5,Base,Brown,77078,2019-04-22,False,,2020-02-18
VEH01297,CUS01297,DLR003,19959999005786395,2019,Ford,Explorer,EX,Black,92262,2023-04-17,True,2024-06-20,2020-05-31
VEH01298,CUS01298,DLR005,15106637540761131,2020,BMW,7 Series,LX,Beige,15160,2022-10-05,True,2023-12-28,2022-10-09
VEH01299,CUS01299,DLR005,14420450973338703,2020,BMW,X5,LX,Gray,98587,2021-06-17,False,,2020-10-17
VEH01300,CUS01300,DLR003,14428436649947044,2021,Ford,Edge,Limited,Gold,72115,2021-08-20,False,,2022-03-07
VEH01301,CUS01301,DLR004,16527253722756722,2020,Chevrolet,Equinox,,Silver,79252,2022-01-13,False,,2023-05-07
VEH01302,CUS01302,DLR005,10831948838462013,2022,BMW,7 Series,Sport,Gold,25343,2020-06-03,True,2024-02-15,2020-11-25
VEH01303,CUS01303,DLR005,12289466250881600,2020,Nissan,Rogue,Base,Brown,102134,2022-04-24,False,,2020-03-15
VEH01304,CUS01304,DLR003,13308241521298726,2020,Ford,Explorer,LX,Green,103825,2022-12-11,False,,2022-01-19
VEH01305,CUS01305,DLR002,10264438777410484,2022,Honda,Pilot,,Blue,77970,2023-07-18,False,,2020-10-28
VEH01306,CUS01306,DLR005,19453605904600128,2020,BMW,X3,SE,Green,44114,2021-04-28,False,,2020-04-05
VEH01307,CUS01307,DLR005,17179976272413040,2022,BMW,3 Series,EX,Green,79780,2020-07-05,False,,2020-10-23
VEH01308,CUS01308,DLR004,11158019623086216,2020,Chevrolet,Traverse,Base,Brown,33632,2019-02-05,False,,2023-04-02
VEH01309,CUS01309,DLR001,17584202725299875,2021,Toyota,Tacoma,LE,White,55997,2020-04-10,True,2024-03-06,2023-05-25
VEH01310,CUS01310,DLR003,18072006059538021,2021,Ford,Escape,LE,Beige,28984,2023-07-26,True,2023-12-27,2020-03-26
VEH01311,CUS01311,DLR005,17506089153060082,2020,BMW,5 Series,,Blue,65317,2021-12-08,False,,2022-06-04
VEH01312,CUS01312,DLR002,12183208377341662,2020,Kia,Sorento,SE,Gray,84616,2021-05-26,False,,2023-09-03
VEH01313,CUS01313,DLR003,10027620909413314,2022,Ford,Escape,Base,Red,78765,2019-03-20,True,2024-06-09,2023-06-06
VEH01314,CUS01314,DLR004,19931944735907359,2020,Chevrolet,Equinox,Base,Red,116874,2020-12-26,False,,2023-04-22
VEH01315,CUS01315,DLR001,13154912663986754,2018,Toyota,Corolla,Sport,Gold,6871,2023-06-07,True,2024-06-25,2022-01-03
VEH01316,CUS01316,DLR003,15556662610911398,2019,Ford,F-150,EX,Silver,77372,2019-11-19,True,2024-03-22,2022-07-21
VEH01317,CUS01317,DLR002,17942099608423975,2020,Honda,Odyssey,EX,Gold,77226,2022-05-26,False,,2023-08-15
VEH01318,CUS01318,DLR001,19516895981667575,2020,Nissan,Altima,XLE,Red,112531,2019-11-01,True,2024-05-26,2021-04-30
VEH01319,CUS01319,DLR002,15376396902368116,2022,Honda,Civic,Limited,Green,5119,2021-05-20,False,,2023-10-29
VEH01320,CUS01320,DLR005,18048164102015757,2019,Nissan,Altima,LE,Gray,80751,2023-08-28,False,,2021-07-27
VEH01321,CUS01321,DLR001,10606210424887414,2020,Toyota,Highlander,LE,Silver,39696,2020-07-21,False,,2020-09-29
VEH01322,CUS01322,DLR004,17823115927095439,2020,Chevrolet,Colorado,Limited,Silver,69851,2021-01-21,False,,2020-11-30
VEH01323,CUS01323,DLR003,13929686958090172,2019,Kia,Sorento,LE,Gold,63950,2021-08-05,True,2023-11-13,2022-08-24
VEH01324,CUS01324,DLR004,13785934614849614,2019,Chevrolet,Silverado,Limited,Beige,43637,2021-07-26,False,,2021-02-20
VEH01325,CUS01325,DLR005,15605054242003751,2022,BMW,3 Series,Limited,Blue,31897,2023-04-02,False,,2022-12-01
VEH01326,CUS01326,DLR001,19930446153405087,2022,Toyota,Highlander,,Green,117570,2022-11-29,False,,2023-11-24
VEH01327,CUS01327,DLR005,10238345152823435,2020,BMW,5 Series,EX,Beige,107133,2022-08-26,False,,2021-06-27
VEH01328,CUS01328,DLR002,16279198380179171,2020,Kia,Sorento,LX,Gold,57801,2023-06-07,False,,2023-02-10
VEH01329,CUS01329,DLR003,11327958467275523,2020,Ford,Edge,LX,Green,19991,2021-04-11,True,2024-06-21,2021-06-06
VEH01330,CUS01330,DLR004,11234637198507762,2020,Chevrolet,Silverado,Limited,Red,75113,2022-04-25,True,2024-06-09,2022-04-22
VEH01331,CUS01331,DLR005,18559316919559370,2022,BMW,X3,EX,White,5479,2022-01-14,True,2024-03-03,2022-06-02
VEH01332,CUS01332,DLR004,15583956984213670,2019,Chevrolet,Traverse,Sport,Beige,99535,2019-05-13,False,,2020-01-25
VEH01333,CUS01333,DLR001,16469828551430817,2023,Toyota,RAV4,EX,Green,101634,2023-05-15,False,,2023-11-09
VEH01334,CUS01334,DLR005,15956305748655280,2021,BMW,X5,LE,Brown,8063,2021-06-13,True,2024-05-16,2023-02-28
VEH01335,CUS01335,DLR004,11215873479518502,2019,Chevrolet,Silverado,Sport,Gold,102989,2023-01-04,True,2023-11-26,2021-01-03
VEH01336,CUS01336,DLR005,19370492751114387,2021,BMW,X5,SE,Blue,93062,2020-09-30,False,,2023-11-19
VEH01337,CUS01337,DLR001,18937056880400192,2019,Toyota,Camry,EX,Brown,104762,2021-05-04,False,,2019-12-29
VEH01338,CUS01338,DLR003,13271449186777453,2020,Ford,Escape,,Black,72835,2022-11-24,True,2024-02-15,2022-06-02
VEH01339,CUS01339,DLR005,13692363319476533,2020,BMW,3 Series,Sport,Silver,66763,2023-06-25,False,,2022-10-24
VEH01340,CUS01340,DLR004,18009476472435278,2021,Chevrolet,Silverado,,Gold,78589,2020-01-19,False,,2021-02-19
VEH01341,CUS01341,DLR005,18306898018623898,2021,BMW,3 Series,Sport,Brown,10180,2019-06-10,True,2024-05-30,2023-01-10
VEH01342,CUS01342,DLR005,19162066179620062,2021,BMW,X3,Limited,White,55673,2023-02-11,False,,2022-03-13
VEH01343,CUS01343,DLR003,13777612038274126,2022,Ford,Explorer,LX,Gray,110530,2023-08-24,False,,2021-08-09
VEH01344,CUS01344,DLR002,14150326448378170,2020,Honda,Accord,Base,Black,34436,2019-10-15,False,,2023-03-03
VEH01345,CUS01345,DLR003,11506742264994287,2020,Ford,Explorer,SE,Beige,28041,2021-03-05,False,,2023-03-03
VEH01346,CUS01346,DLR003,19124973063222361,2021,Nissan,Rogue,Sport,Beige,115906,2019-11-24,False,,2022-11-08
VEH01347,CUS01347,DLR001,12778704434469698,2021,Toyota,Highlander,EX,Black,71459,2023-05-18,True,2023-11-08,2020-03-14
VEH01348,CUS01348,DLR001,17755360071702929,2021,Toyota,Camry,XLE,Green,82098,2020-11-05,True,2024-01-16,2022-09-26
VEH01349,CUS01349,DLR004,19433447886984440,2022,Chevrolet,Equinox,XLE,Gray,94596,2022-08-25,False,,2021-04-12
VEH01350,CUS01350,DLR002,12428330323117465,2018,Honda,Civic,Sport,Red,49511,2022-08-25,False,,2020-05-03
VEH01351,CUS01351,DLR003,16678285117866898,2023,Ford,Bronco,SE,Gold,63667,2020-01-18,False,,2021-01-01
VEH01352,CUS01352,DLR004,12093906584012808,2020,Chevrolet,Colorado,Sport,Blue,115944,2020-03-14,False,,2021-04-22
VEH01353,CUS01353,DLR005,15961516681434954,2022,BMW,X3,,Blue,53643,2021-04-20,False,,2020-07-03
VEH01354,CUS01354,DLR003,11620756958433385,2019,Hyundai,Sonata,,Black,92911,2023-05-12,True,2024-06-14,2022-10-05
VEH01355,CUS01355,DLR001,11536715527284366,2021,Toyota,Highlander,Sport,Green,35019,2019-12-31,False,,2021-06-04
VEH01356,CUS01356,DLR002,15220839238370967,2021,Honda,Odyssey,LE,Beige,62064,2022-11-22,False,,2023-04-22
VEH01357,CUS01357,DLR001,10587149661516225,2019,Toyota,Tacoma,LE,Green,55836,2021-06-08,False,,2020-12-04
VEH01358,CUS01358,DLR004,14902297170727473,2019,Chevrolet,Colorado,Sport,Beige,97318,2021-04-11,True,2023-12-13,2020-03-15
VEH01359,CUS01359,DLR001,16769850314948450,2019,Toyota,Corolla,EX,Black,57900,2019-02-17,False,,2023-01-08
VEH01360,CUS01360,DLR005,17959661783159785,2020,Hyundai,Tucson,Limited,Gray,97852,2020-10-09,True,2024-05-04,2020-11-27
VEH01361,CUS01361,DLR005,19086020966541712,2019,BMW,X3,,White,114365,2023-07-01,False,,2021-12-17
VEH01362,CUS01362,DLR003,13073465879965460,2021,Ford,Bronco,Limited,Black,68997,2019-06-12,False,,2021-12-25
VEH01363,CUS01363,DLR003,17043914485181621,2019,Ford,Edge,SE,Beige,117326,2021-01-03,True,2023-12-02,2020-08-31
VEH01364,CUS01364,DLR005,15217340095467196,2019,BMW,5 Series,XLE,Black,15102,2022-09-04,False,,2022-07-26
VEH01365,CUS01365,DLR002,16617811733504387,2021,Honda,Pilot,XLE,Green,51320,2021-08-02,True,2023-10-23,2020-12-16
VEH01366,CUS01366,DLR002,11424910241667496,2021,Honda,Pilot,,White,81745,2022-04-01,False,,2023-02-22
VEH01367,CUS01367,DLR001,18302894924423464,2020,Hyundai,Tucson,LE,Red,102576,2023-10-27,True,2023-11-07,2019-11-25
VEH01368,CUS01368,DLR001,15129702305632497,2020,Nissan,Altima,,Blue,17078,2023-08-18,False,,2023-02-19
VEH01369,CUS01369,DLR003,10822581882660420,2019,Ford,Explorer,Sport,Brown,66085,2023-06-28,False,,2020-08-03
VEH01370,CUS01370,DLR001,11295669645650926,2021,Toyota,Corolla,Base,Silver,105733,2023-07-08,False,,2020-01-31
VEH01371,CUS01371,DLR005,17814494476598790,2022,BMW,X3,Sport,White,96047,2023-04-21,False,,2021-08-30
VEH01372,CUS01372,DLR004,19371324888909870,2022,Chevrolet,Traverse,EX,Green,15795,2022-12-10,False,,2020-11-22
VEH01373,CUS01373,DLR001,10847166668707756,2019,Toyota,Corolla,LE,Black,104234,2023-11-28,False,,2019-12-17
VEH01374,CUS01374,DLR002,13930904127165713,2019,Kia,Optima,LE,Gold,118739,2021-10-03,False,,2021-10-14
VEH01375,CUS01375,DLR001,16347104424177262,2021,Toyota,Camry,Limited,Gray,116651,2021-08-03,False,,2021-05-15
VEH01376,CUS01376,DLR002,18553877667251322,2020,Honda,Accord,Sport,Red,57211,2019-09-08,False,,2022-06-18
VEH01377,CUS01377,DLR001,19930086777532370,2021,Toyota,Highlander,SE,Brown,79573,2023-02-19,False,,2023-10-10
VEH01378,CUS01378,DLR002,18427488795501192,2021,Honda,Odyssey,Base,Red,92972,2022-03-01,False,,2020-02-22
VEH01379,CUS01379,DLR003,19280303698963908,2021,Ford,Explorer,,White,80182,2019-09-03,True,2024-05-02,2021-02-16
VEH01380,CUS01380,DLR005,15872344564669851,2019,BMW,5 Series,XLE,Gray,38055,2019-05-02,False,,2021-10-08
VEH01381,CUS01381,DLR005,13616470163299056,2022,BMW,3 Series,LX,Black,102887,2020-09-28,False,,2020-05-19
VEH01382,CUS01382,DLR004,13956646812176665,2020,Chevrolet,Colorado,LX,Silver,84785,2019-11-16,False,,2023-01-31
VEH01383,CUS01383,DLR004,13760825726512703,2022,Chevrolet,Silverado,Sport,Gray,52565,2019-03-17,False,,2023-10-16
VEH01384,CUS01384,DLR005,10905506446763923,2022,BMW,X5,Sport,Gray,44357,2019-06-05,False,,2023-04-24
VEH01385,CUS01385,DLR003,14373896188537676,2020,Ford,Escape,LX,Beige,91463,2022-05-18,False,,2020-04-14
VEH01386,CUS01386,DLR005,18125605193461195,2021,BMW,X3,XLE,Green,107687,2020-03-20,True,2024-01-19,2022-04-23
VEH01387,CUS01387,DLR004,10320653828680907,2022,Chevrolet,Traverse,EX,Silver,9052,2023-09-29,False,,2023-05-26
VEH01388,CUS01388,DLR001,15720285981001408,2020,Toyota,Highlander,Sport,Brown,105373,2023-10-02,False,,2022-03-04
VEH01389,CUS01389,DLR004,12492396228274237,2020,Chevrolet,Equinox,LX,White,109145,2022-10-10,False,,2021-04-22
VEH01390,CUS01390,DLR002,10449269043042325,2022,Honda,Pilot,Limited,Brown,45645,2020-07-26,False,,2021-10-18
VEH01391,CUS01391,DLR002,17124538356357395,2021,Honda,CR-V,LX,Brown,98645,2020-08-24,False,,2021-10-01
VEH01392,CUS01392,DLR004,18738659720211596,2020,Chevrolet,Malibu,Limited,Black,95145,2021-04-05,True,2024-03-04,2023-09-21
VEH01393,CUS01393,DLR003,19967924059074954,2020,Nissan,Altima,LE,Blue,117843,2023-11-10,True,2023-12-01,2023-11-26
VEH01394,CUS01394,DLR005,11901753130549845,2020,BMW,5 Series,EX,Black,74110,2023-11-03,True,2024-02-14,2020-02-21
VEH01395,CUS01395,DLR005,10910195134821741,2021,BMW,X5,Limited,Red,31543,2022-12-12,True,2024-01-18,2023-07-14
VEH01396,CUS01396,DLR005,13044451246349603,2020,Nissan,Rogue,LE,Gold,99821,2021-08-30,True,2023-12-31,2022-11-06
VEH01397,CUS01397,DLR004,15609242979355298,2018,Chevrolet,Silverado,,Red,19643,2023-02-24,False,,2021-09-06
VEH01398,CUS01398,DLR005,19260015955685749,2022,BMW,X5,Sport,Gold,116242,2019-08-22,False,,2022-08-05
VEH01399,CUS01399,DLR002,14658781291763008,2022,Honda,Pilot,LE,Brown,21605,2021-12-30,False,,2023-07-03
VEH01400,CUS01400,DLR004,16753618827688793,2021,Chevrolet,Silverado,Limited,Silver,103522,2022-07-29,False,,2021-11-21
VEH01401,CUS01401,DLR001,14405178483855497,2020,Toyota,Corolla,Sport,Brown,58193,2019-09-03,False,,2022-01-04
VEH01402,CUS01402,DLR005,14218073727955635,2021,BMW,5 Series,Base,White,57108,2021-05-13,False,,2023-01-29
VEH01403,CUS01403,DLR003,16021637933443334,2022,Ford,Explorer,Sport,Red,38973,2020-11-05,False,,2021-12-14
VEH01404,CUS01404,DLR002,13446251923139565,2021,Honda,Pilot,Limited,Brown,44422,2020-01-25,True,2024-06-15,2019-12-13
VEH01405,CUS01405,DLR001,16389276283271934,2022,Toyota,Camry,EX,Gold,93561,2022-01-25,False,,2020-11-24
VEH01406,CUS01406,DLR002,17123180120213197,2019,Honda,CR-V,Base,Blue,84731,2019-05-11,True,2023-10-25,2023-05-21
VEH01407,CUS01407,DLR003,16733575826873443,2021,Ford,F-150,SE,Silver,78411,2022-10-30,False,,2020-09-25
VEH01408,CUS01408,DLR004,12472957147498183,2018,Chevrolet,Malibu,Base,Red,85744,2021-11-02,False,,2022-01-21
VEH01409,CUS01409,DLR003,17645734220017607,2019,Nissan,Altima,EX,Beige,116384,2023-07-07,False,,2021-10-24
VEH01410,CUS01410,DLR005,12923462262113007,2020,BMW,3 Series,Sport,Silver,34359,2020-08-22,False,,2020-09-09
VEH01411,CUS01411,DLR005,14510395565292686,2020,BMW,X3,,Silver,78881,2023-06-22,True,2024-02-05,2021-09-04
VEH01412,CUS01412,DLR001,16824747777436150,2021,Hyundai,Tucson,EX,Green,62385,2022-06-14,True,2023-10-13,2021-11-16
VEH01413,CUS01413,DLR004,12703187024414821,2019,Chevrolet,Traverse,Limited,Red,37765,2023-05-30,True,2024-03-27,2023-07-30
VEH01414,CUS01414,DLR004,13910590894496529,2021,Chevrolet,Traverse,XLE,Gray,102306,2021-06-11,True,2024-02-07,2020-11-12
VEH01415,CUS01415,DLR005,11149887428539306,2021,BMW,X5,Limited,Green,76362,2020-11-12,False,,2022-07-21
VEH01416,CUS01416,DLR002,19895142604436528,2019,Honda,Civic,Sport,Silver,83706,2022-01-06,False,,2021-05-06
VEH01417,CUS01417,DLR004,19399938609553803,2020,Chevrolet,Traverse,Base,Silver,29475,2020-12-07,False,,2021-07-30
VEH01418,CUS01418,DLR005,19284129709850413,2022,BMW,7 Series,XLE,Brown,89843,2023-01-31,False,,2020-04-18
VEH01419,CUS01419,DLR004,12746967833336496,2022,Chevrolet,Traverse,EX,Beige,103604,2023-10-06,False,,2020-01-11
VEH01420,CUS01420,DLR005,18702874518656541,2022,BMW,5 Series,Sport,Gold,11161,2021-12-20,True,2024-03-16,2020-08-12
VEH01421,CUS01421,DLR003,13285324382642415,2020,Ford,F-150,EX,Blue,6754,2021-01-25,False,,2023-10-26
VEH01422,CUS01422,DLR002,13513478159057164,2020,Honda,Odyssey,Base,Brown,21600,2023-08-04,False,,2022-08-24
VEH01423,CUS01423,DLR002,10465516592041126,2021,Honda,Pilot,Limited,Gold,18918,2019-05-27,True,2023-11-21,2022-04-09
VEH01424,CUS01424,DLR003,19653807230511349,2021,Ford,Bronco,LX,Red,72303,2020-03-09,False,,2022-05-20
VEH01425,CUS01425,DLR004,10015935117615503,2020,Chevrolet,Traverse,LX,Gray,86558,2020-12-25,False,,2023-11-25
VEH01426,CUS01426,DLR005,10618523612983542,2022,BMW,7 Series,XLE,Silver,101254,2022-09-22,False,,2023-02-16
VEH01427,CUS01427,DLR004,11451850090200873,2020,Chevrolet,Silverado,SE,Black,45378,2020-02-26,False,,2021-07-11
VEH01428,CUS01428,DLR003,14350703947283203,2019,Ford,F-150,Base,White,24869,2022-03-28,False,,2021-01-13
VEH01429,CUS01429,DLR003,15696998300883740,2018,Nissan,Altima,Base,White,20038,2021-08-10,False,,2023-08-21
VEH01430,CUS01430,DLR002,19547918618003542,2020,Honda,Accord,Base,Red,18769,2019-12-18,False,,2022-09-04
VEH01431,CUS01431,DLR004,17660482080687080,2019,Chevrolet,Equinox,LX,White,61458,2019-08-27,False,,2022-11-10
VEH01432,CUS01432,DLR001,15238773837736135,2019,Toyota,Corolla,Base,Gray,86864,2020-10-19,False,,2020-06-10
VEH01433,CUS01433,DLR001,14942015213250998,2021,Toyota,RAV4,SE,Brown,6569,2020-06-04,False,,2020-09-15
VEH01434,CUS01434,DLR002,19555127520152751,2021,Honda,Accord,XLE,White,9693,2020-04-09,True,2024-04-04,2022-05-11
VEH01435,CUS01435,DLR005,18212447822110046,2020,BMW,5 Series,LX,Gray,38242,2020-09-02,True,2024-02-04,2021-05-10
VEH01436,CUS01436,DLR004,19752542670092053,2018,Hyundai,Sonata,,Beige,6096,2022-12-28,False,,2021-07-02
VEH01437,CUS01437,DLR002,14698681799246062,2023,Honda,Accord,LX,Green,50870,2023-09-05,False,,2021-02-12
VEH01438,CUS01438,DLR003,19728691082324860,2021,Ford,Edge,LX,Red,84346,2022-02-23,False,,2023-07-17
VEH01439,CUS01439,DLR003,19557324643050464,2022,Ford,Explorer,Sport,Black,33162,2019-10-28,False,,2020-04-28
VEH01440,CUS01440,DLR001,17089794660874269,2018,Toyota,Corolla,SE,Beige,69940,2020-02-05,False,,2023-05-09
VEH01441,CUS01441,DLR001,12371970511725236,2021,Toyota,Tacoma,Base,White,104727,2021-01-27,False,,2022-11-18
VEH01442,CUS01442,DLR001,12579620757985661,2020,Hyundai,Sonata,XLE,White,47369,2023-01-17,False,,2020-04-22
VEH01443,CUS01443,DLR005,14747583302019563,2021,BMW,3 Series,Base,Blue,110274,2020-01-24,True,2023-11-13,2021-09-13
VEH01444,CUS01444,DLR004,11884442587036577,2022,Chevrolet,Traverse,XLE,Red,24191,2020-06-11,False,,2022-02-11
VEH01445,CUS01445,DLR002,13226478081000386,2020,Honda,Pilot,Limited,Beige,61032,2023-06-27,True,2024-05-10,2023-11-03
VEH01446,CUS01446,DLR003,12722766665573328,2020,Ford,Explorer,LE,Black,22011,2022-02-09,True,2023-11-01,2023-01-13
VEH01447,CUS01447,DLR003,17769656329997223,2021,Ford,Bronco,Sport,Black,95760,2023-07-06,False,,2020-04-01
VEH01448,CUS01448,DLR003,13124044046735036,2021,Ford,Explorer,Sport,Beige,96556,2019-07-10,False,,2021-12-25
VEH01449,CUS01449,DLR001,10228361655746485,2023,Toyota,RAV4,XLE,Gold,41186,2019-05-09,False,,2020-01-12
VEH01450,CUS01450,DLR003,11993265225256259,2020,Ford,Escape,Sport,Silver,89524,2021-10-09,True,2024-03-16,2021-01-12
VEH01451,CUS01451,DLR001,16697394843771071,2021,Toyota,Camry,Sport,Red,55533,2021-09-10,False,,2020-02-03
VEH01452,CUS01452,DLR003,19113108139302254,2021,Ford,Escape,LE,Black,58850,2021-04-11,False,,2022-03-28
VEH01453,CUS01453,DLR005,18872477607505797,2020,BMW,X3,XLE,Green,82630,2022-12-18,False,,2020-07-30
VEH01454,CUS01454,DLR001,13482675775077382,2021,Toyota,Highlander,SE,Silver,68507,2022-07-06,False,,2021-02-14
VEH01455,CUS01455,DLR004,16457295199962555,2021,Chevrolet,Colorado,SE,Gray,58939,2021-05-11,True,2024-05-07,2022-08-17
VEH01456,CUS01456,DLR004,11366117753471021,2019,Chevrolet,Colorado,SE,Red,97386,2020-07-26,False,,2022-10-27
VEH01457,CUS01457,DLR003,19771997542092346,2022,Ford,Escape,XLE,Black,42856,2022-04-27,False,,2023-09-07
VEH01458,CUS01458,DLR002,12629452469810981,2022,Honda,CR-V,LX,Brown,115967,2023-02-21,False,,2020-08-02
VEH01459,CUS01459,DLR002,14196135798040322,2019,Hyundai,Tucson,XLE,Red,62339,2019-04-17,True,2024-06-08,2022-03-24
VEH01460,CUS01460,DLR001,14901796328644180,2021,Hyundai,Tucson,,Silver,19319,2023-07-27,True,2024-02-12,2021-12-12
VEH01461,CUS01461,DLR001,10484368814987138,2019,Toyota,Corolla,SE,Brown,64849,2020-05-21,False,,2021-03-21
VEH01462,CUS01462,DLR001,17727442629121269,2023,Toyota,Camry,SE,Black,20345,2020-01-02,False,,2021-10-07
VEH01463,CUS01463,DLR002,16546829199404252,2020,Honda,Pilot,LE,Gold,104621,2021-06-27,True,2024-03-08,2020-06-28
VEH01464,CUS01464,DLR005,13885918892624957,2022,BMW,3 Series,Sport,White,22810,2020-08-29,True,2023-10-20,2022-09-09
VEH01465,CUS01465,DLR002,10615274484258025,2019,Nissan,Rogue,XLE,Brown,11529,2022-08-23,False,,2021-07-20
VEH01466,CUS01466,DLR005,10795965116662001,2021,BMW,7 Series,SE,Beige,94686,2023-01-21,False,,2022-09-07
VEH01467,CUS01467,DLR005,15624839437333503,2020,BMW,5 Series,EX,Gray,66989,2022-06-21,False,,2020-02-17
VEH01468,CUS01468,DLR002,11994383762394495,2022,Honda,CR-V,Base,Gray,81691,2023-09-15,True,2024-03-05,2023-01-17
VEH01469,CUS01469,DLR005,19415800855664642,2020,BMW,5 Series,EX,Gray,107911,2021-12-29,False,,2023-02-27
VEH01470,CUS01470,DLR005,18201643938151066,2020,BMW,3 Series,Base,Red,36128,2020-02-23,True,2023-12-04,2023-02-27
VEH01471,CUS01471,DLR003,15783193150070641,2021,Ford,Bronco,,Silver,79823,2023-04-15,False,,2021-07-17
VEH01472,CUS01472,DLR001,13677792010219325,2019,Toyota,Camry,Limited,White,115366,2020-07-24,False,,2020-08-06
VEH01473,CUS01473,DLR005,16770561246879232,2020,BMW,X5,,Green,63407,2021-02-04,False,,2022-08-09
VEH01474,CUS01474,DLR005,17611021590200069,2022,BMW,X5,EX,Green,23021,2019-11-12,False,,2021-08-02
VEH01475,CUS01475,DLR005,11778488497241332,2021,BMW,X3,Limited,White,57144,2022-12-11,False,,2022-12-30
VEH01476,CUS01476,DLR004,10645281903552250,2021,Chevrolet,Malibu,SE,Gray,7808,2023-07-02,True,2024-04-30,2023-10-23
VEH01477,CUS01477,DLR005,14482258870718115,2020,BMW,3 Series,Sport,Gray,60606,2020-06-15,False,,2021-03-31
VEH01478,CUS01478,DLR004,14201755151394051,2020,Nissan,Altima,LE,Green,77844,2022-11-13,False,,2020-12-07
VEH01479,CUS01479,DLR001,17748062568509511,2022,Toyota,Camry,LE,Black,35749,2019-04-27,False,,2020-08-24
VEH01480,CUS01480,DLR001,15893883469787128,2020,Toyota,RAV4,Sport,Silver,39318,2021-07-17,False,,2021-09-06
VEH01481,CUS01481,DLR001,12539930178004870,2022,Toyota,Corolla,,Black,31352,2022-03-13,False,,2020-11-15
VEH01482,CUS01482,DLR002,17541110526334310,2019,Honda,Accord,,Silver,35906,2021-12-14,True,2024-03-02,2022-02-21
VEH01483,CUS01483,DLR004,10350813585527504,2022,Chevrolet,Traverse,,Gold,29546,2020-04-30,False,,2022-08-10
VEH01484,CUS01484,DLR004,11948061424396047,2018,Chevrolet,Malibu,Sport,Green,63974,2019-03-23,True,2024-01-04,2021-04-10
VEH01485,CUS01485,DLR003,12902334745103110,2021,Ford,Edge,XLE,Silver,21656,2022-06-11,False,,2022-11-23
VEH01486,CUS01486,DLR005,19427183039403709,2020,BMW,X5,EX,Brown,91584,2023-03-10,False,,2020-09-09
VEH01487,CUS01487,DLR002,19550841790260765,2020,Nissan,Altima,XLE,Red,14499,2020-05-17,True,2023-10-19,2021-06-12
VEH01488,CUS01488,DLR003,15314881566804075,2022,Ford,Escape,Limited,Gold,102318,2022-05-21,False,,2020-08-20
VEH01489,CUS01489,DLR005,15263018310071852,2022,BMW,3 Series,,Red,50343,2020-08-29,False,,2021-04-09
VEH01490,CUS01490,DLR004,18207701341547914,2018,Chevrolet,Malibu,LX,White,102814,2021-12-30,True,2024-04-29,2020-09-21
VEH01491,CUS01491,DLR004,17485966527267491,2020,Chevrolet,Colorado,SE,Gray,116560,2021-05-01,False,,2022-11-03
VEH01492,CUS01492,DLR005,19599898587380115,2019,BMW,X3,LE,Black,32876,2022-09-29,False,,2023-09-12
