CALL_ID,DEALER_ID,AGENT_ID,CUSTOMER_ID,CAMPAIGN_ID,CALL_DATETIME,CALL_DATE,DURATION_SECONDS,DISPOSITION,DIRECTION,CALL_TYPE,RECORDING_URL,CREATED_AT
CALL005293,DLR002,AGT008,CUS01588,CMP007,2024-01-28 10:49:15,2024-01-28,216,wrong_number,outbound,voicemail,s3://bdc-recordings/DLR002/2024/01/28/CALL005293.mp3,2024-01-28 10:49:15
CALL005294,DLR005,AGT025,CUS01865,CMP025,2024-01-21 15:14:07,2024-01-21,185,appointment_set,outbound,voicemail,s3://bdc-recordings/DLR005/2024/01/21/CALL005294.mp3,2024-01-21 15:14:07
CALL005295,DLR001,AGT003,CUS01900,CMP005,2024-01-25 13:15:11,2024-01-25,168,callback_requested,outbound,live_connect,s3://bdc-recordings/DLR001/2024/01/25/CALL005295.mp3,2024-01-25 13:15:11
CALL005296,DLR001,AGT005,CUS00908,CMP003,2024-01-30 12:42:25,2024-01-30,74,voicemail,outbound,voicemail,s3://bdc-recordings/DLR001/2024/01/30/CALL005296.mp3,2024-01-30 12:42:25
CALL005297,DLR001,AGT001,CUS01435,CMP005,2024-01-15 10:48:45,2024-01-15,282,callback_requested,outbound,voicemail,s3://bdc-recordings/DLR001/2024/01/15/CALL005297.mp3,2024-01-15 10:48:45
CALL005298,DLR005,AGT030,CUS00450,CMP021,2024-01-21 16:58:47,2024-01-21,233,voicemail,outbound,live_connect,s3://bdc-recordings/DLR005/2024/01/21/CALL005298.mp3,2024-01-21 16:58:47
CALL005299,DLR004,AGT024,CUS01032,CMP020,2024-01-09 16:46:30,2024-01-09,176,information_provided,outbound,live_connect,s3://bdc-recordings/DLR004/2024/01/09/CALL005299.mp3,2024-01-09 16:46:30
CALL005300,DLR001,AGT004,CUS01181,CMP002,2024-01-10 14:33:11,2024-01-10,328,information_provided,outbound,live_connect,s3://bdc-recordings/DLR001/2024/01/10/CALL005300.mp3,2024-01-10 14:33:11
CALL005301,DLR003,AGT013,CUS01058,CMP013,2024-01-09 11:50:36,2024-01-09,120,callback_requested,outbound,voicemail,s3://bdc-recordings/DLR003/2024/01/09/CALL005301.mp3,2024-01-09 11:50:36
CALL005302,DLR003,AGT018,CUS00752,CMP012,2024-01-13 14:31:16,2024-01-13,251,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/13/CALL005302.mp3,2024-01-13 14:31:16
CALL005303,DLR004,AGT024,CUS01455,CMP020,2024-01-22 11:03:09,2024-01-22,179,no_answer,outbound,no_answer,s3://bdc-recordings/DLR004/2024/01/22/CALL005303.mp3,2024-01-22 11:03:09
CALL005304,DLR004,AGT024,CUS01865,CMP017,2024-01-04 15:41:12,2024-01-04,231,no_answer,outbound,live_connect,s3://bdc-recordings/DLR004/2024/01/04/CALL005304.mp3,2024-01-04 15:41:12
CALL005305,DLR005,AGT026,CUS01785,CMP023,2024-01-12 11:06:07,2024-01-12,249,voicemail,outbound,live_connect,s3://bdc-recordings/DLR005/2024/01/12/CALL005305.mp3,2024-01-12 11:06:07
CALL005306,DLR003,AGT014,CUS00532,CMP012,2024-01-01 17:04:38,2024-01-01,221,voicemail,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/01/CALL005306.mp3,2024-01-01 17:04:38
CALL005307,DLR004,AGT023,CUS01989,CMP018,2024-01-11 13:11:09,2024-01-11,302,appointment_set,outbound,no_answer,s3://bdc-recordings/DLR004/2024/01/11/CALL005307.mp3,2024-01-11 13:11:09
CALL005308,DLR002,AGT009,CUS00296,CMP009,2024-01-03 16:27:43,2024-01-03,171,appointment_set,outbound,no_answer,s3://bdc-recordings/DLR002/2024/01/03/CALL005308.mp3,2024-01-03 16:27:43
CALL005309,DLR005,AGT027,CUS00534,CMP022,2024-01-05 10:50:46,2024-01-05,112,do_not_call,outbound,live_connect,s3://bdc-recordings/DLR005/2024/01/05/CALL005309.mp3,2024-01-05 10:50:46
CALL005310,DLR003,AGT015,CUS01119,CMP012,2024-01-08 12:51:21,2024-01-08,306,information_provided,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/08/CALL005310.mp3,2024-01-08 12:51:21
CALL005311,DLR005,AGT026,CUS00447,CMP022,2024-01-27 11:30:01,2024-01-27,212,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR005/2024/01/27/CALL005311.mp3,2024-01-27 11:30:01
CALL005312,DLR001,AGT003,CUS00034,CMP003,2024-01-21 15:59:51,2024-01-21,179,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR001/2024/01/21/CALL005312.mp3,2024-01-21 15:59:51
CALL005313,DLR001,AGT001,CUS00014,CMP004,2024-01-24 15:26:48,2024-01-24,244,voicemail,outbound,no_answer,s3://bdc-recordings/DLR001/2024/01/24/CALL005313.mp3,2024-01-24 15:26:48
CALL005314,DLR003,AGT018,CUS01451,CMP012,2024-01-01 17:50:35,2024-01-01,342,appointment_set,outbound,no_answer,s3://bdc-recordings/DLR003/2024/01/01/CALL005314.mp3,2024-01-01 17:50:35
CALL005315,DLR004,AGT023,CUS01742,CMP016,2024-01-23 16:02:56,2024-01-23,328,appointment_set,outbound,no_answer,s3://bdc-recordings/DLR004/2024/01/23/CALL005315.mp3,2024-01-23 16:02:56
CALL005316,DLR004,AGT021,CUS00472,CMP019,2024-01-11 12:57:35,2024-01-11,299,appointment_set,outbound,voicemail,s3://bdc-recordings/DLR004/2024/01/11/CALL005316.mp3,2024-01-11 12:57:35
CALL005317,DLR004,AGT022,CUS00587,CMP016,2024-01-07 10:31:14,2024-01-07,210,wrong_number,outbound,live_connect,s3://bdc-recordings/DLR004/2024/01/07/CALL005317.mp3,2024-01-07 10:31:14
CALL005318,DLR003,AGT017,CUS01861,CMP012,2024-01-06 10:10:23,2024-01-06,135,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/06/CALL005318.mp3,2024-01-06 10:10:23
CALL005319,DLR003,AGT015,CUS00787,CMP015,2024-01-15 11:34:49,2024-01-15,212,no_answer,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/15/CALL005319.mp3,2024-01-15 11:34:49
CALL005320,DLR002,AGT008,CUS01771,CMP006,2024-01-22 16:31:47,2024-01-22,229,voicemail,outbound,voicemail,s3://bdc-recordings/DLR002/2024/01/22/CALL005320.mp3,2024-01-22 16:31:47
CALL005321,DLR004,AGT022,CUS00456,CMP016,2024-01-12 10:09:04,2024-01-12,172,appointment_set,outbound,voicemail,s3://bdc-recordings/DLR004/2024/01/12/CALL005321.mp3,2024-01-12 10:09:04
CALL005322,DLR004,AGT021,CUS00660,CMP016,2024-01-05 11:59:59,2024-01-05,206,callback_requested,outbound,voicemail,s3://bdc-recordings/DLR004/2024/01/05/CALL005322.mp3,2024-01-05 11:59:59
CALL005323,DLR003,AGT018,CUS01120,CMP014,2024-01-17 11:34:53,2024-01-17,305,wrong_number,outbound,no_answer,s3://bdc-recordings/DLR003/2024/01/17/CALL005323.mp3,2024-01-17 11:34:53
CALL005324,DLR001,AGT001,CUS01387,CMP005,2024-01-22 12:42:16,2024-01-22,352,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR001/2024/01/22/CALL005324.mp3,2024-01-22 12:42:16
CALL005325,DLR001,AGT004,CUS00492,CMP004,2024-01-13 11:21:36,2024-01-13,321,complaint,outbound,voicemail,s3://bdc-recordings/DLR001/2024/01/13/CALL005325.mp3,2024-01-13 11:21:36
CALL005326,DLR005,AGT028,CUS01042,CMP021,2024-01-30 08:48:15,2024-01-30,214,callback_requested,outbound,live_connect,s3://bdc-recordings/DLR005/2024/01/30/CALL005326.mp3,2024-01-30 08:48:15
CALL005327,DLR003,AGT013,CUS01317,CMP012,2024-01-23 08:16:40,2024-01-23,101,information_provided,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/23/CALL005327.mp3,2024-01-23 08:16:40
CALL005328,DLR002,AGT012,CUS00802,CMP008,2024-01-24 16:52:01,2024-01-24,129,complaint,outbound,no_answer,s3://bdc-recordings/DLR002/2024/01/24/CALL005328.mp3,2024-01-24 16:52:01
CALL005329,DLR002,AGT009,CUS00394,CMP006,2024-01-06 09:43:52,2024-01-06,235,voicemail,outbound,live_connect,s3://bdc-recordings/DLR002/2024/01/06/CALL005329.mp3,2024-01-06 09:43:52
CALL005330,DLR001,AGT001,CUS01038,CMP001,2024-01-10 18:38:18,2024-01-10,334,no_answer,outbound,live_connect,s3://bdc-recordings/DLR001/2024/01/10/CALL005330.mp3,2024-01-10 18:38:18
CALL005331,DLR004,AGT022,CUS01164,CMP019,2024-01-20 09:24:04,2024-01-20,235,no_answer,outbound,voicemail,s3://bdc-recordings/DLR004/2024/01/20/CALL005331.mp3,2024-01-20 09:24:04
CALL005332,DLR004,AGT024,CUS00724,CMP020,2024-01-18 11:16:30,2024-01-18,188,voicemail,outbound,no_answer,s3://bdc-recordings/DLR004/2024/01/18/CALL005332.mp3,2024-01-18 11:16:30
CALL005333,DLR005,AGT026,CUS01684,CMP022,2024-01-14 14:46:54,2024-01-14,223,voicemail,outbound,voicemail,s3://bdc-recordings/DLR005/2024/01/14/CALL005333.mp3,2024-01-14 14:46:54
CALL005334,DLR003,AGT014,CUS00526,CMP014,2024-01-17 09:56:19,2024-01-17,150,callback_requested,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/17/CALL005334.mp3,2024-01-17 09:56:19
CALL005335,DLR003,AGT018,CUS00806,CMP015,2024-01-30 15:09:07,2024-01-30,273,complaint,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/30/CALL005335.mp3,2024-01-30 15:09:07
CALL005336,DLR002,AGT012,CUS01940,CMP010,2024-01-29 14:59:21,2024-01-29,68,information_provided,outbound,live_connect,s3://bdc-recordings/DLR002/2024/01/29/CALL005336.mp3,2024-01-29 14:59:21
CALL005337,DLR001,AGT006,CUS00186,CMP003,2024-01-13 09:39:07,2024-01-13,105,no_answer,outbound,live_connect,s3://bdc-recordings/DLR001/2024/01/13/CALL005337.mp3,2024-01-13 09:39:07
CALL005338,DLR002,AGT009,CUS01133,CMP007,2024-01-22 13:29:09,2024-01-22,139,voicemail,outbound,live_connect,s3://bdc-recordings/DLR002/2024/01/22/CALL005338.mp3,2024-01-22 13:29:09
CALL005339,DLR004,AGT020,CUS01386,CMP018,2024-01-09 10:29:16,2024-01-09,136,appointment_set,outbound,voicemail,s3://bdc-recordings/DLR004/2024/01/09/CALL005339.mp3,2024-01-09 10:29:16
CALL005340,DLR002,AGT010,CUS00552,CMP010,2024-01-18 14:16:06,2024-01-18,243,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR002/2024/01/18/CALL005340.mp3,2024-01-18 14:16:06
CALL005341,DLR001,AGT001,CUS00562,CMP001,2024-01-16 15:23:00,2024-01-16,260,no_answer,outbound,voicemail,s3://bdc-recordings/DLR001/2024/01/16/CALL005341.mp3,2024-01-16 15:23:00
CALL005342,DLR005,AGT026,CUS00975,CMP024,2024-01-05 16:28:18,2024-01-05,203,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR005/2024/01/05/CALL005342.mp3,2024-01-05 16:28:18
CALL005343,DLR003,AGT013,CUS01209,CMP013,2024-01-17 16:34:53,2024-01-17,121,complaint,outbound,voicemail,s3://bdc-recordings/DLR003/2024/01/17/CALL005343.mp3,2024-01-17 16:34:53
CALL005344,DLR004,AGT024,CUS01166,CMP018,2024-01-07 13:20:32,2024-01-07,158,no_answer,outbound,voicemail,s3://bdc-recordings/DLR004/2024/01/07/CALL005344.mp3,2024-01-07 13:20:32
CALL005345,DLR004,AGT020,CUS01163,CMP019,2024-01-17 09:08:55,2024-01-17,155,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR004/2024/01/17/CALL005345.mp3,2024-01-17 09:08:55
CALL005346,DLR001,AGT006,CUS00937,CMP005,2024-01-20 09:34:27,2024-01-20,104,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR001/2024/01/20/CALL005346.mp3,2024-01-20 09:34:27
CALL005347,DLR002,AGT010,CUS01710,CMP009,2024-01-17 11:43:04,2024-01-17,228,complaint,outbound,voicemail,s3://bdc-recordings/DLR002/2024/01/17/CALL005347.mp3,2024-01-17 11:43:04
CALL005348,DLR002,AGT010,CUS01332,CMP007,2024-01-20 16:51:11,2024-01-20,188,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR002/2024/01/20/CALL005348.mp3,2024-01-20 16:51:11
CALL005349,DLR004,AGT024,CUS01785,CMP020,2024-01-22 14:19:09,2024-01-22,206,no_answer,outbound,live_connect,s3://bdc-recordings/DLR004/2024/01/22/CALL005349.mp3,2024-01-22 14:19:09
CALL005350,DLR001,AGT003,CUS01292,CMP003,2024-01-10 16:00:45,2024-01-10,150,appointment_set,outbound,no_answer,s3://bdc-recordings/DLR001/2024/01/10/CALL005350.mp3,2024-01-10 16:00:45
CALL005351,DLR004,AGT023,CUS00238,CMP020,2024-01-26 15:33:14,2024-01-26,255,information_provided,outbound,no_answer,s3://bdc-recordings/DLR004/2024/01/26/CALL005351.mp3,2024-01-26 15:33:14
CALL005352,DLR002,AGT008,CUS01014,CMP009,2024-01-04 09:01:52,2024-01-04,138,voicemail,outbound,no_answer,s3://bdc-recordings/DLR002/2024/01/04/CALL005352.mp3,2024-01-04 09:01:52
CALL005353,DLR003,AGT016,CUS00214,CMP014,2024-01-28 11:21:17,2024-01-28,194,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/28/CALL005353.mp3,2024-01-28 11:21:17
CALL005354,DLR002,AGT009,CUS00649,CMP007,2024-01-19 12:24:11,2024-01-19,229,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR002/2024/01/19/CALL005354.mp3,2024-01-19 12:24:11
CALL005355,DLR004,AGT024,CUS01873,CMP018,2024-01-06 10:08:27,2024-01-06,146,no_answer,outbound,live_connect,s3://bdc-recordings/DLR004/2024/01/06/CALL005355.mp3,2024-01-06 10:08:27
CALL005356,DLR004,AGT022,CUS01367,CMP018,2024-01-09 09:13:51,2024-01-09,191,no_answer,outbound,live_connect,s3://bdc-recordings/DLR004/2024/01/09/CALL005356.mp3,2024-01-09 09:13:51
CALL005357,DLR005,AGT025,CUS00385,CMP025,2024-01-08 15:55:17,2024-01-08,132,voicemail,outbound,live_connect,s3://bdc-recordings/DLR005/2024/01/08/CALL005357.mp3,2024-01-08 15:55:17
CALL005358,DLR003,AGT016,CUS01556,CMP014,2024-01-24 07:36:50,2024-01-24,156,no_answer,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/24/CALL005358.mp3,2024-01-24 07:36:50
CALL005359,DLR001,AGT005,CUS01903,CMP004,2024-01-17 12:38:00,2024-01-17,81,voicemail,outbound,voicemail,s3://bdc-recordings/DLR001/2024/01/17/CALL005359.mp3,2024-01-17 12:38:00
CALL005360,DLR002,AGT012,CUS01294,CMP007,2024-01-01 12:27:28,2024-01-01,125,no_answer,outbound,live_connect,s3://bdc-recordings/DLR002/2024/01/01/CALL005360.mp3,2024-01-01 12:27:28
CALL005361,DLR002,AGT012,CUS00724,CMP010,2024-01-20 14:45:58,2024-01-20,106,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR002/2024/01/20/CALL005361.mp3,2024-01-20 14:45:58
CALL005362,DLR002,AGT007,CUS01297,CMP009,2024-01-28 09:29:26,2024-01-28,194,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR002/2024/01/28/CALL005362.mp3,2024-01-28 09:29:26
CALL005363,DLR001,AGT006,CUS01381,CMP002,2024-01-10 14:33:45,2024-01-10,124,voicemail,outbound,no_answer,s3://bdc-recordings/DLR001/2024/01/10/CALL005363.mp3,2024-01-10 14:33:45
CALL005364,DLR004,AGT024,CUS01870,CMP017,2024-01-04 09:31:13,2024-01-04,147,wrong_number,outbound,voicemail,s3://bdc-recordings/DLR004/2024/01/04/CALL005364.mp3,2024-01-04 09:31:13
CALL005365,DLR002,AGT009,CUS00963,CMP008,2024-01-08 09:09:47,2024-01-08,128,no_answer,outbound,live_connect,s3://bdc-recordings/DLR002/2024/01/08/CALL005365.mp3,2024-01-08 09:09:47
CALL005366,DLR005,AGT030,CUS00128,CMP022,2024-01-06 16:37:53,2024-01-06,152,appointment_set,outbound,voicemail,s3://bdc-recordings/DLR005/2024/01/06/CALL005366.mp3,2024-01-06 16:37:53
CALL005367,DLR004,AGT020,CUS01191,CMP018,2024-01-14 16:06:50,2024-01-14,136,complaint,outbound,live_connect,s3://bdc-recordings/DLR004/2024/01/14/CALL005367.mp3,2024-01-14 16:06:50
CALL005368,DLR002,AGT011,CUS00816,CMP006,2024-01-15 15:55:10,2024-01-15,179,voicemail,outbound,live_connect,s3://bdc-recordings/DLR002/2024/01/15/CALL005368.mp3,2024-01-15 15:55:10
CALL005369,DLR002,AGT012,CUS00468,CMP008,2024-01-14 14:21:42,2024-01-14,73,no_answer,outbound,live_connect,s3://bdc-recordings/DLR002/2024/01/14/CALL005369.mp3,2024-01-14 14:21:42
CALL005370,DLR003,AGT017,CUS00240,CMP015,2024-01-20 11:21:14,2024-01-20,183,no_answer,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/20/CALL005370.mp3,2024-01-20 11:21:14
CALL005371,DLR001,AGT003,CUS00903,CMP001,2024-01-29 15:20:32,2024-01-29,219,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR001/2024/01/29/CALL005371.mp3,2024-01-29 15:20:32
CALL005372,DLR004,AGT023,CUS01328,CMP017,2024-01-11 08:54:44,2024-01-11,287,callback_requested,outbound,no_answer,s3://bdc-recordings/DLR004/2024/01/11/CALL005372.mp3,2024-01-11 08:54:44
CALL005373,DLR003,AGT018,CUS00772,CMP012,2024-01-28 09:56:18,2024-01-28,318,voicemail,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/28/CALL005373.mp3,2024-01-28 09:56:18
CALL005374,DLR001,AGT005,CUS01476,CMP003,2024-01-02 10:19:29,2024-01-02,121,voicemail,outbound,live_connect,s3://bdc-recordings/DLR001/2024/01/02/CALL005374.mp3,2024-01-02 10:19:29
CALL005375,DLR003,AGT016,CUS00177,CMP011,2024-01-10 16:33:07,2024-01-10,166,appointment_set,outbound,no_answer,s3://bdc-recordings/DLR003/2024/01/10/CALL005375.mp3,2024-01-10 16:33:07
CALL005376,DLR001,AGT004,CUS01311,CMP001,2024-01-15 16:02:02,2024-01-15,257,wrong_number,outbound,voicemail,s3://bdc-recordings/DLR001/2024/01/15/CALL005376.mp3,2024-01-15 16:02:02
CALL005377,DLR001,AGT003,CUS01337,CMP004,2024-01-23 11:20:38,2024-01-23,191,complaint,outbound,live_connect,s3://bdc-recordings/DLR001/2024/01/23/CALL005377.mp3,2024-01-23 11:20:38
CALL005378,DLR002,AGT012,CUS01098,CMP006,2024-01-29 10:10:49,2024-01-29,92,voicemail,outbound,live_connect,s3://bdc-recordings/DLR002/2024/01/29/CALL005378.mp3,2024-01-29 10:10:49
CALL005379,DLR001,AGT001,CUS01289,CMP001,2024-01-03 08:21:14,2024-01-03,284,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR001/2024/01/03/CALL005379.mp3,2024-01-03 08:21:14
CALL005380,DLR001,AGT006,CUS01876,CMP001,2024-01-01 09:19:31,2024-01-01,119,voicemail,outbound,live_connect,s3://bdc-recordings/DLR001/2024/01/01/CALL005380.mp3,2024-01-01 09:19:31
CALL005381,DLR004,AGT023,CUS01296,CMP016,2024-01-27 11:59:45,2024-01-27,279,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR004/2024/01/27/CALL005381.mp3,2024-01-27 11:59:45
CALL005382,DLR003,AGT017,CUS00365,CMP015,2024-01-19 15:19:14,2024-01-19,168,voicemail,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/19/CALL005382.mp3,2024-01-19 15:19:14
CALL005383,DLR004,AGT020,CUS01721,CMP020,2024-01-19 10:09:28,2024-01-19,234,information_provided,outbound,live_connect,s3://bdc-recordings/DLR004/2024/01/19/CALL005383.mp3,2024-01-19 10:09:28
CALL005384,DLR002,AGT011,CUS00188,CMP006,2024-01-24 15:19:17,2024-01-24,175,callback_requested,outbound,live_connect,s3://bdc-recordings/DLR002/2024/01/24/CALL005384.mp3,2024-01-24 15:19:17
CALL005385,DLR003,AGT015,CUS00739,CMP012,2024-01-03 14:38:35,2024-01-03,284,voicemail,outbound,voicemail,s3://bdc-recordings/DLR003/2024/01/03/CALL005385.mp3,2024-01-03 14:38:35
CALL005386,DLR004,AGT021,CUS01650,CMP018,2024-01-21 15:50:25,2024-01-21,199,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR004/2024/01/21/CALL005386.mp3,2024-01-21 15:50:25
CALL005387,DLR002,AGT007,CUS01846,CMP007,2024-01-12 14:30:18,2024-01-12,140,information_provided,outbound,live_connect,s3://bdc-recordings/DLR002/2024/01/12/CALL005387.mp3,2024-01-12 14:30:18
CALL005388,DLR002,AGT011,CUS01496,CMP010,2024-01-30 09:02:41,2024-01-30,197,callback_requested,outbound,no_answer,s3://bdc-recordings/DLR002/2024/01/30/CALL005388.mp3,2024-01-30 09:02:41
CALL005389,DLR002,AGT007,CUS00894,CMP009,2024-01-06 15:02:39,2024-01-06,141,callback_requested,outbound,voicemail,s3://bdc-recordings/DLR002/2024/01/06/CALL005389.mp3,2024-01-06 15:02:39
CALL005390,DLR003,AGT013,CUS00787,CMP014,2024-01-21 15:53:15,2024-01-21,78,information_provided,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/21/CALL005390.mp3,2024-01-21 15:53:15
CALL005391,DLR003,AGT013,CUS00872,CMP014,2024-01-24 08:37:55,2024-01-24,69,voicemail,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/24/CALL005391.mp3,2024-01-24 08:37:55
CALL005392,DLR005,AGT025,CUS01071,CMP025,2024-01-28 11:41:28,2024-01-28,170,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR005/2024/01/28/CALL005392.mp3,2024-01-28 11:41:28
CALL005393,DLR002,AGT007,CUS01858,CMP010,2024-01-15 17:16:15,2024-01-15,237,callback_requested,outbound,live_connect,s3://bdc-recordings/DLR002/2024/01/15/CALL005393.mp3,2024-01-15 17:16:15
CALL005394,DLR004,AGT024,CUS01783,CMP019,2024-01-27 16:26:53,2024-01-27,131,information_provided,outbound,voicemail,s3://bdc-recordings/DLR004/2024/01/27/CALL005394.mp3,2024-01-27 16:26:53
CALL005395,DLR003,AGT017,CUS00552,CMP013,2024-01-02 16:06:27,2024-01-02,122,callback_requested,outbound,voicemail,s3://bdc-recordings/DLR003/2024/01/02/CALL005395.mp3,2024-01-02 16:06:27
CALL005396,DLR004,AGT019,CUS01448,CMP019,2024-01-28 15:08:10,2024-01-28,223,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR004/2024/01/28/CALL005396.mp3,2024-01-28 15:08:10
CALL005397,DLR001,AGT003,CUS01472,CMP004,2024-01-19 12:51:26,2024-01-19,214,no_answer,outbound,live_connect,s3://bdc-recordings/DLR001/2024/01/19/CALL005397.mp3,2024-01-19 12:51:26
CALL005398,DLR001,AGT001,CUS01163,CMP001,2024-01-29 11:06:57,2024-01-29,329,voicemail,outbound,live_connect,s3://bdc-recordings/DLR001/2024/01/29/CALL005398.mp3,2024-01-29 11:06:57
CALL005399,DLR003,AGT015,CUS00640,CMP012,2024-01-30 15:45:53,2024-01-30,348,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/30/CALL005399.mp3,2024-01-30 15:45:53
CALL005400,DLR003,AGT018,CUS01231,CMP011,2024-01-05 07:33:36,2024-01-05,350,voicemail,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/05/CALL005400.mp3,2024-01-05 07:33:36
CALL005401,DLR003,AGT016,CUS00570,CMP013,2024-01-02 14:53:30,2024-01-02,212,information_provided,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/02/CALL005401.mp3,2024-01-02 14:53:30
CALL005402,DLR004,AGT019,CUS00866,CMP020,2024-01-24 10:38:36,2024-01-24,210,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR004/2024/01/24/CALL005402.mp3,2024-01-24 10:38:36
CALL005403,DLR004,AGT020,CUS01000,CMP020,2024-01-16 12:04:40,2024-01-16,192,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR004/2024/01/16/CALL005403.mp3,2024-01-16 12:04:40
CALL005404,DLR005,AGT028,CUS00167,CMP023,2024-01-24 15:15:18,2024-01-24,215,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR005/2024/01/24/CALL005404.mp3,2024-01-24 15:15:18
CALL005405,DLR001,AGT005,CUS01399,CMP001,2024-01-11 11:11:23,2024-01-11,119,wrong_number,outbound,live_connect,s3://bdc-recordings/DLR001/2024/01/11/CALL005405.mp3,2024-01-11 11:11:23
CALL005406,DLR001,AGT005,CUS00696,CMP003,2024-01-11 09:45:44,2024-01-11,81,voicemail,outbound,live_connect,s3://bdc-recordings/DLR001/2024/01/11/CALL005406.mp3,2024-01-11 09:45:44
CALL005407,DLR005,AGT027,CUS01473,CMP024,2024-01-28 11:53:18,2024-01-28,118,voicemail,outbound,live_connect,s3://bdc-recordings/DLR005/2024/01/28/CALL005407.mp3,2024-01-28 11:53:18
CALL005408,DLR005,AGT029,CUS00046,CMP024,2024-01-13 11:20:43,2024-01-13,164,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR005/2024/01/13/CALL005408.mp3,2024-01-13 11:20:43
CALL005409,DLR005,AGT029,CUS01233,CMP023,2024-01-16 14:16:08,2024-01-16,218,callback_requested,outbound,voicemail,s3://bdc-recordings/DLR005/2024/01/16/CALL005409.mp3,2024-01-16 14:16:08
CALL005410,DLR004,AGT020,CUS01421,CMP018,2024-01-11 18:47:35,2024-01-11,163,no_answer,outbound,live_connect,s3://bdc-recordings/DLR004/2024/01/11/CALL005410.mp3,2024-01-11 18:47:35
CALL005411,DLR002,AGT008,CUS00192,CMP006,2024-01-22 10:07:44,2024-01-22,157,callback_requested,outbound,live_connect,s3://bdc-recordings/DLR002/2024/01/22/CALL005411.mp3,2024-01-22 10:07:44
CALL005412,DLR005,AGT027,CUS01291,CMP021,2024-01-08 12:13:48,2024-01-08,99,no_answer,outbound,voicemail,s3://bdc-recordings/DLR005/2024/01/08/CALL005412.mp3,2024-01-08 12:13:48
CALL005413,DLR004,AGT024,CUS00574,CMP018,2024-01-17 16:21:21,2024-01-17,178,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR004/2024/01/17/CALL005413.mp3,2024-01-17 16:21:21
CALL005414,DLR005,AGT027,CUS00792,CMP023,2024-01-08 16:36:32,2024-01-08,134,complaint,outbound,live_connect,s3://bdc-recordings/DLR005/2024/01/08/CALL005414.mp3,2024-01-08 16:36:32
CALL005415,DLR004,AGT024,CUS01134,CMP016,2024-01-28 10:28:09,2024-01-28,130,voicemail,outbound,live_connect,s3://bdc-recordings/DLR004/2024/01/28/CALL005415.mp3,2024-01-28 10:28:09
CALL005416,DLR003,AGT016,CUS00235,CMP012,2024-01-10 16:19:35,2024-01-10,148,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/10/CALL005416.mp3,2024-01-10 16:19:35
CALL005417,DLR005,AGT027,CUS00862,CMP022,2024-01-21 07:02:30,2024-01-21,146,no_answer,outbound,voicemail,s3://bdc-recordings/DLR005/2024/01/21/CALL005417.mp3,2024-01-21 07:02:30
CALL005418,DLR003,AGT017,CUS01474,CMP012,2024-01-27 09:35:57,2024-01-27,182,appointment_set,outbound,live_connect,s3://bdc-recordings/DLR003/2024/01/27/CALL005418.mp3,2024-01-27 09:35:57
