APPOINTMENT_ID,CALL_ID,DEALER_ID,AGENT_ID,CUSTOMER_ID,APPOINTMENT_DATETIME,APPOINTMENT_DATE,APPOINTMENT_TYPE,STATUS,DURATION_MINUTES,NOTES,CREATED_AT
APT02299,CALL007354,DLR004,AGT020,CUS01160,2024-01-24 20:38:51,2024-01-24,multi_point_inspection,confirmed,60,,2024-01-21 11:38:51
APT02300,CALL007357,DLR003,AGT015,CUS00510,2024-01-22 00:10:55,2024-01-22,brake_service,confirmed,90,,2024-01-17 15:10:55
APT02301,CALL007358,DLR004,AGT020,CUS01446,2024-01-26 02:50:53,2024-01-26,transmission_service,showed,120,,2024-01-19 11:50:53
APT02302,CALL007360,DLR003,AGT014,CUS01227,2024-02-05 03:36:17,2024-02-05,oil_change,confirmed,90,,2024-01-24 13:36:17
APT02303,CALL007363,DLR002,AGT007,CUS00452,2024-02-06 00:18:58,2024-02-06,transmission_service,showed,90,,2024-01-22 15:18:58
APT02304,CALL007366,DLR004,AGT019,CUS01101,2024-01-19 20:09:51,2024-01-19,brake_service,showed,60,,2024-01-14 11:09:51
APT02305,CALL007367,DLR004,AGT023,CUS00698,2024-01-23 02:23:42,2024-01-23,brake_service,no_show,45,,2024-01-10 12:23:42
APT02306,CALL007381,DLR002,AGT010,CUS00658,2024-01-22 19:42:28,2024-01-22,lease_return,no_show,60,,2024-01-18 11:42:28
APT02307,CALL007382,DLR004,AGT023,CUS00653,2024-01-31 07:03:18,2024-01-31,brake_service,showed,60,,2024-01-26 16:03:18
APT02308,CALL007389,DLR004,AGT020,CUS00892,2024-01-25 04:08:38,2024-01-25,oil_change,showed,120,,2024-01-23 13:08:38
APT02309,CALL007390,DLR005,AGT030,CUS00671,2024-01-21 05:05:06,2024-01-21,brake_service,cancelled,90,,2024-01-14 15:05:06
APT02310,CALL007394,DLR004,AGT024,CUS01566,2024-01-19 20:00:39,2024-01-19,multi_point_inspection,cancelled,120,,2024-01-17 11:00:39
APT02311,CALL007397,DLR002,AGT012,CUS01086,2024-01-13 07:29:00,2024-01-13,brake_service,confirmed,120,,2024-01-10 14:29:00
APT02312,CALL007398,DLR003,AGT018,CUS00861,2024-01-18 03:08:11,2024-01-18,oil_change,confirmed,120,,2024-01-05 16:08:11
APT02313,CALL007401,DLR005,AGT028,CUS00668,2024-01-22 08:21:35,2024-01-22,sales_consultation,no_show,30,,2024-01-07 15:21:35
APT02314,CALL007403,DLR005,AGT025,CUS00390,2024-02-05 07:38:53,2024-02-05,transmission_service,showed,120,,2024-01-22 14:38:53
APT02315,CALL007409,DLR005,AGT026,CUS01024,2024-01-27 02:41:09,2024-01-27,oil_change,scheduled,120,,2024-01-13 17:41:09
APT02316,CALL007414,DLR004,AGT021,CUS01194,2024-01-04 16:58:43,2024-01-04,brake_service,showed,45,,2024-01-03 08:58:43
APT02317,CALL007416,DLR005,AGT028,CUS01020,2024-01-17 18:01:54,2024-01-17,sales_consultation,confirmed,120,,2024-01-04 10:01:54
APT02318,CALL007417,DLR005,AGT027,CUS00467,2024-02-04 19:17:34,2024-02-04,oil_change,scheduled,45,,2024-01-22 11:17:34
APT02319,CALL007420,DLR002,AGT012,CUS01665,2024-01-22 08:06:46,2024-01-22,oil_change,showed,60,,2024-01-12 17:06:46
APT02320,CALL007422,DLR001,AGT004,CUS00882,2024-02-03 05:05:52,2024-02-03,sales_consultation,showed,120,,2024-01-22 14:05:52
APT02321,CALL007424,DLR004,AGT020,CUS01761,2024-01-13 06:24:58,2024-01-13,oil_change,confirmed,60,,2024-01-07 16:24:58
APT02322,CALL007428,DLR004,AGT024,CUS00397,2024-02-01 04:25:39,2024-02-01,multi_point_inspection,showed,30,,2024-01-27 15:25:39
APT02323,CALL007435,DLR001,AGT001,CUS00769,2024-01-08 21:41:17,2024-01-08,lease_return,confirmed,30,,2024-01-01 09:41:17
APT02324,CALL007436,DLR004,AGT020,CUS01688,2024-01-12 22:53:03,2024-01-12,brake_service,scheduled,90,,2024-01-09 10:53:03
APT02325,CALL007437,DLR004,AGT023,CUS01143,2024-01-21 06:33:19,2024-01-21,lease_return,confirmed,30,,2024-01-18 17:33:19
APT02326,CALL007438,DLR003,AGT015,CUS00818,2024-02-01 21:34:13,2024-02-01,tire_rotation,showed,45,,2024-01-22 09:34:13
APT02327,CALL007439,DLR002,AGT010,CUS01679,2024-01-07 19:50:26,2024-01-07,multi_point_inspection,confirmed,120,,2024-01-02 09:50:26
APT02328,CALL007440,DLR004,AGT023,CUS01360,2024-01-14 05:42:57,2024-01-14,lease_return,scheduled,45,,2024-01-09 14:42:57
APT02329,CALL007442,DLR004,AGT023,CUS00818,2024-01-16 03:51:28,2024-01-16,transmission_service,scheduled,45,,2024-01-11 10:51:28
APT02330,CALL007443,DLR002,AGT007,CUS00154,2024-01-23 05:45:37,2024-01-23,lease_return,showed,30,,2024-01-12 16:45:37
APT02331,CALL007445,DLR002,AGT008,CUS00663,2024-01-12 08:44:49,2024-01-12,recall_repair,confirmed,90,,2024-01-03 15:44:49
APT02332,CALL007447,DLR001,AGT001,CUS00319,2024-01-27 00:39:51,2024-01-27,tire_rotation,no_show,120,,2024-01-23 12:39:51
APT02333,CALL007448,DLR004,AGT019,CUS01738,2024-01-14 05:32:26,2024-01-14,oil_change,showed,90,,2024-01-08 15:32:26
APT02334,CALL007451,DLR004,AGT021,CUS00325,2024-01-11 03:34:01,2024-01-11,oil_change,showed,120,,2024-01-02 15:34:01
APT02335,CALL007452,DLR005,AGT025,CUS00752,2024-01-20 18:20:26,2024-01-20,sales_consultation,scheduled,120,,2024-01-07 10:20:26
APT02336,CALL007456,DLR004,AGT022,CUS01291,2024-02-01 01:57:03,2024-02-01,lease_return,showed,90,,2024-01-30 09:57:03
APT02337,CALL007457,DLR004,AGT024,CUS00279,2024-01-21 21:35:15,2024-01-21,lease_return,confirmed,60,,2024-01-10 10:35:15
APT02338,CALL007461,DLR003,AGT016,CUS01623,2024-01-17 05:41:49,2024-01-17,lease_return,showed,30,,2024-01-04 13:41:49
APT02339,CALL007466,DLR001,AGT005,CUS00111,2024-02-11 06:10:42,2024-02-11,transmission_service,confirmed,120,,2024-01-30 13:10:42
APT02340,CALL007469,DLR005,AGT025,CUS00424,2024-01-10 07:30:27,2024-01-10,tire_rotation,scheduled,90,,2024-01-03 16:30:27
APT02341,CALL007471,DLR002,AGT011,CUS00902,2024-01-07 18:04:03,2024-01-07,recall_repair,confirmed,60,,2024-01-06 10:04:03
APT02342,CALL007475,DLR005,AGT029,CUS00801,2024-01-05 07:43:07,2024-01-05,brake_service,cancelled,90,,2024-01-02 15:43:07
APT02343,CALL007481,DLR004,AGT020,CUS00339,2024-02-05 02:15:23,2024-02-05,tire_rotation,confirmed,60,,2024-01-23 13:15:23
APT02344,CALL007483,DLR002,AGT010,CUS00163,2024-01-22 19:48:56,2024-01-22,oil_change,confirmed,30,,2024-01-13 11:48:56
APT02345,CALL007488,DLR003,AGT015,CUS01655,2024-01-28 08:05:47,2024-01-28,sales_consultation,showed,45,,2024-01-21 15:05:47
APT02346,CALL007492,DLR004,AGT024,CUS00496,2024-01-30 04:59:45,2024-01-30,multi_point_inspection,confirmed,60,,2024-01-16 13:59:45
APT02347,CALL007496,DLR002,AGT007,CUS00245,2024-01-16 01:48:47,2024-01-16,brake_service,confirmed,120,,2024-01-07 13:48:47
APT02348,CALL007498,DLR001,AGT003,CUS00059,2024-01-17 08:13:50,2024-01-17,oil_change,showed,120,,2024-01-05 16:13:50
APT02349,CALL007501,DLR003,AGT018,CUS00908,2024-01-11 19:14:59,2024-01-11,oil_change,confirmed,90,,2024-01-02 09:14:59
APT02350,CALL007502,DLR003,AGT015,CUS00082,2024-01-19 10:14:09,2024-01-19,tire_rotation,no_show,30,,2024-01-08 17:14:09
APT02351,CALL007508,DLR004,AGT022,CUS00821,2024-02-13 00:54:43,2024-02-13,oil_change,no_show,45,,2024-01-29 09:54:43
APT02352,CALL007509,DLR004,AGT020,CUS01196,2024-01-22 01:57:36,2024-01-22,transmission_service,showed,45,,2024-01-20 11:57:36
APT02353,CALL007510,DLR004,AGT021,CUS00466,2024-02-04 02:41:27,2024-02-04,tire_rotation,no_show,90,,2024-01-21 10:41:27
APT02354,CALL007512,DLR001,AGT004,CUS01186,2024-02-07 08:22:53,2024-02-07,multi_point_inspection,showed,30,,2024-01-25 16:22:53
APT02355,CALL007515,DLR005,AGT029,CUS01021,2024-02-02 05:02:05,2024-02-02,tire_rotation,showed,60,,2024-01-28 17:02:05
APT02356,CALL007527,DLR003,AGT018,CUS00853,2024-01-20 20:51:24,2024-01-20,tire_rotation,no_show,45,,2024-01-09 09:51:24
APT02357,CALL007529,DLR003,AGT018,CUS01835,2024-01-09 07:20:56,2024-01-09,sales_consultation,confirmed,60,,2024-01-03 16:20:56
APT02358,CALL007531,DLR002,AGT009,CUS01392,2024-01-14 00:12:03,2024-01-14,sales_consultation,showed,30,,2024-01-01 14:12:03
APT02359,CALL007533,DLR003,AGT016,CUS01174,2024-01-31 20:04:16,2024-01-31,oil_change,scheduled,60,,2024-01-29 11:04:16
APT02360,CALL007538,DLR001,AGT004,CUS00749,2024-01-16 05:56:54,2024-01-16,recall_repair,showed,45,,2024-01-02 16:56:54
APT02361,CALL007539,DLR001,AGT005,CUS01493,2024-02-04 23:17:35,2024-02-04,brake_service,confirmed,90,,2024-01-24 15:17:35
APT02362,CALL007541,DLR005,AGT030,CUS00867,2024-01-26 00:53:08,2024-01-26,sales_consultation,confirmed,120,,2024-01-14 16:53:08
APT02363,CALL007549,DLR005,AGT027,CUS01652,2024-01-27 00:33:20,2024-01-27,brake_service,scheduled,45,,2024-01-16 12:33:20
APT02364,CALL007552,DLR004,AGT023,CUS00897,2024-02-11 01:18:16,2024-02-11,tire_rotation,showed,90,,2024-01-28 16:18:16
APT02365,CALL007561,DLR003,AGT017,CUS01357,2024-01-17 07:43:56,2024-01-17,recall_repair,scheduled,30,,2024-01-08 15:43:56
APT02366,CALL007564,DLR005,AGT028,CUS01126,2024-01-15 02:30:42,2024-01-15,lease_return,confirmed,60,,2024-01-11 17:30:42
APT02367,CALL007566,DLR003,AGT018,CUS01439,2024-02-02 01:17:12,2024-02-02,tire_rotation,confirmed,60,,2024-01-28 12:17:12
APT02368,CALL007569,DLR004,AGT022,CUS01422,2024-01-31 19:15:00,2024-01-31,transmission_service,cancelled,90,,2024-01-30 09:15:00
APT02369,CALL007575,DLR001,AGT001,CUS00878,2024-02-01 09:55:46,2024-02-01,recall_repair,showed,90,,2024-01-28 18:55:46
APT02370,CALL007577,DLR003,AGT015,CUS00847,2024-01-27 21:50:57,2024-01-27,recall_repair,scheduled,120,,2024-01-22 07:50:57
APT02371,CALL007585,DLR004,AGT023,CUS01900,2024-02-04 01:41:27,2024-02-04,lease_return,scheduled,120,,2024-01-21 10:41:27
APT02372,CALL007587,DLR003,AGT018,CUS01053,2024-02-03 05:01:06,2024-02-03,tire_rotation,confirmed,60,,2024-01-20 14:01:06
APT02373,CALL007590,DLR001,AGT005,CUS01557,2024-02-02 08:54:15,2024-02-02,transmission_service,showed,90,,2024-01-20 15:54:15
APT02374,CALL007594,DLR002,AGT009,CUS01125,2024-01-07 02:59:19,2024-01-07,recall_repair,no_show,120,,2024-01-01 15:59:19
APT02375,CALL007598,DLR003,AGT015,CUS01397,2024-02-13 23:23:52,2024-02-13,recall_repair,confirmed,45,,2024-01-30 15:23:52
APT02376,CALL007602,DLR001,AGT004,CUS00239,2024-01-30 01:46:58,2024-01-30,sales_consultation,showed,45,,2024-01-22 15:46:58
APT02377,CALL007603,DLR003,AGT015,CUS00285,2024-01-30 00:17:28,2024-01-30,recall_repair,scheduled,60,,2024-01-27 15:17:28
APT02378,CALL007605,DLR005,AGT026,CUS01239,2024-02-08 03:54:07,2024-02-08,lease_return,scheduled,60,,2024-01-24 11:54:07
APT02379,CALL007611,DLR003,AGT017,CUS01301,2024-01-22 04:27:15,2024-01-22,transmission_service,showed,120,,2024-01-10 12:27:15
APT02380,CALL007614,DLR004,AGT021,CUS01216,2024-01-30 22:03:29,2024-01-30,brake_service,showed,120,,2024-01-28 10:03:29
APT02381,CALL007617,DLR004,AGT024,CUS00270,2024-02-02 15:04:59,2024-02-02,recall_repair,confirmed,30,,2024-01-19 07:04:59
APT02382,CALL007619,DLR004,AGT023,CUS00137,2024-01-12 02:13:15,2024-01-12,brake_service,showed,60,,2024-01-06 15:13:15
APT02383,CALL007623,DLR002,AGT008,CUS00397,2024-01-10 23:00:36,2024-01-10,lease_return,scheduled,30,,2024-01-06 08:00:36
APT02384,CALL007624,DLR003,AGT018,CUS01021,2024-01-05 06:16:41,2024-01-05,lease_return,showed,60,,2024-01-03 17:16:41
APT02385,CALL007626,DLR004,AGT024,CUS01547,2024-01-10 00:59:27,2024-01-10,multi_point_inspection,showed,45,,2024-01-08 14:59:27
APT02386,CALL007631,DLR001,AGT004,CUS01379,2024-01-16 02:17:06,2024-01-16,recall_repair,confirmed,30,,2024-01-04 09:17:06
APT02387,CALL007636,DLR001,AGT003,CUS00230,2024-01-28 01:05:36,2024-01-28,lease_return,confirmed,120,,2024-01-22 16:05:36
APT02388,CALL007637,DLR005,AGT029,CUS00863,2024-01-27 01:04:06,2024-01-27,tire_rotation,cancelled,30,,2024-01-20 11:04:06
APT02389,CALL007639,DLR002,AGT012,CUS00103,2024-01-23 11:07:28,2024-01-23,oil_change,confirmed,120,,2024-01-21 19:07:28
APT02390,CALL007641,DLR002,AGT007,CUS01490,2024-02-08 01:23:12,2024-02-08,transmission_service,showed,90,,2024-01-27 10:23:12
APT02391,CALL007646,DLR002,AGT011,CUS01149,2024-02-03 02:30:00,2024-02-03,brake_service,confirmed,60,,2024-01-24 17:30:00
APT02392,CALL007652,DLR004,AGT020,CUS00296,2024-02-04 06:14:08,2024-02-04,multi_point_inspection,showed,120,,2024-01-20 16:14:08
APT02393,CALL007653,DLR003,AGT018,CUS00377,2024-02-04 21:38:16,2024-02-04,brake_service,showed,120,,2024-01-29 10:38:16
APT02394,CALL007655,DLR001,AGT004,CUS01357,2024-01-18 00:29:55,2024-01-18,transmission_service,scheduled,60,,2024-01-15 09:29:55
APT02395,CALL007656,DLR003,AGT013,CUS01874,2024-01-12 06:51:24,2024-01-12,lease_return,scheduled,30,,2024-01-06 15:51:24
APT02396,CALL007661,DLR004,AGT019,CUS01253,2024-01-06 00:02:24,2024-01-06,tire_rotation,showed,60,,2024-01-03 11:02:24
APT02397,CALL007667,DLR002,AGT010,CUS00964,2024-01-19 00:10:29,2024-01-19,tire_rotation,showed,45,,2024-01-17 10:10:29
APT02398,CALL007670,DLR003,AGT014,CUS00294,2024-01-21 19:12:44,2024-01-21,sales_consultation,showed,120,,2024-01-14 11:12:44
APT02399,CALL007671,DLR005,AGT026,CUS01594,2024-01-20 07:13:58,2024-01-20,lease_return,showed,30,,2024-01-11 14:13:58
APT02400,CALL007672,DLR004,AGT023,CUS00387,2024-01-13 22:10:06,2024-01-13,tire_rotation,cancelled,60,,2024-01-03 10:10:06
APT02401,CALL007677,DLR002,AGT009,CUS01891,2024-01-05 06:32:02,2024-01-05,lease_return,showed,90,,2024-01-01 15:32:02
APT02402,CALL007679,DLR003,AGT015,CUS01354,2024-02-08 04:53:58,2024-02-08,oil_change,confirmed,90,,2024-01-27 17:53:58
APT02403,CALL007680,DLR003,AGT016,CUS01921,2024-01-14 04:44:58,2024-01-14,lease_return,scheduled,90,,2024-01-02 15:44:58
APT02404,CALL007681,DLR005,AGT028,CUS00703,2024-01-14 16:18:24,2024-01-14,oil_change,showed,120,,2024-01-11 08:18:24
APT02405,CALL007686,DLR003,AGT018,CUS00244,2024-02-05 00:22:31,2024-02-05,brake_service,scheduled,90,,2024-01-27 13:22:31
APT02406,CALL007688,DLR004,AGT023,CUS01080,2024-01-23 02:59:16,2024-01-23,tire_rotation,scheduled,120,,2024-01-21 16:59:16
APT02407,CALL007693,DLR003,AGT017,CUS01541,2024-01-16 20:46:36,2024-01-16,sales_consultation,confirmed,90,,2024-01-13 09:46:36
APT02408,CALL007694,DLR004,AGT021,CUS01778,2024-01-21 22:51:25,2024-01-21,sales_consultation,showed,90,,2024-01-07 09:51:25
APT02409,CALL007700,DLR003,AGT015,CUS00083,2024-01-16 00:30:22,2024-01-16,transmission_service,confirmed,60,,2024-01-10 11:30:22
APT02410,CALL007701,DLR005,AGT026,CUS01974,2024-01-16 23:31:46,2024-01-16,oil_change,confirmed,30,,2024-01-12 11:31:46
APT02411,CALL007702,DLR001,AGT004,CUS00132,2024-01-19 08:06:51,2024-01-19,tire_rotation,confirmed,30,,2024-01-13 16:06:51
APT02412,CALL007706,DLR001,AGT004,CUS00244,2024-01-18 05:11:42,2024-01-18,recall_repair,showed,30,,2024-01-09 15:11:42
APT02413,CALL007710,DLR002,AGT010,CUS00154,2024-01-22 01:21:42,2024-01-22,recall_repair,no_show,30,,2024-01-09 16:21:42
APT02414,CALL007712,DLR001,AGT001,CUS01175,2024-01-21 02:34:39,2024-01-21,multi_point_inspection,scheduled,60,,2024-01-17 14:34:39
APT02415,CALL007713,DLR003,AGT016,CUS00344,2024-01-23 05:18:47,2024-01-23,sales_consultation,no_show,90,,2024-01-10 16:18:47
APT02416,CALL007716,DLR004,AGT021,CUS00857,2024-01-27 02:43:11,2024-01-27,oil_change,confirmed,60,,2024-01-19 16:43:11
APT02417,CALL007725,DLR002,AGT011,CUS01296,2024-01-10 23:37:26,2024-01-10,tire_rotation,confirmed,90,,2024-01-07 14:37:26
APT02418,CALL007727,DLR004,AGT022,CUS01983,2024-02-10 23:48:21,2024-02-10,brake_service,showed,60,,2024-01-30 11:48:21
APT02419,CALL007733,DLR003,AGT016,CUS01708,2024-02-01 01:36:29,2024-02-01,lease_return,showed,120,,2024-01-27 14:36:29
APT02420,CALL007737,DLR001,AGT004,CUS01741,2024-01-28 17:21:41,2024-01-28,oil_change,showed,120,,2024-01-20 09:21:41
APT02421,CALL007738,DLR004,AGT019,CUS00669,2024-01-16 21:44:12,2024-01-16,transmission_service,showed,90,,2024-01-08 10:44:12
APT02422,CALL007740,DLR003,AGT017,CUS01497,2024-01-13 19:09:36,2024-01-13,oil_change,confirmed,45,,2024-01-10 11:09:36
APT02423,CALL007748,DLR005,AGT028,CUS00195,2024-01-13 08:39:05,2024-01-13,lease_return,showed,45,,2024-01-07 15:39:05
APT02424,CALL007751,DLR001,AGT003,CUS01188,2024-01-28 04:45:24,2024-01-28,lease_return,cancelled,120,,2024-01-13 14:45:24
APT02425,CALL007753,DLR003,AGT018,CUS01039,2024-01-23 01:14:27,2024-01-23,multi_point_inspection,no_show,30,,2024-01-09 15:14:27
APT02426,CALL007754,DLR004,AGT020,CUS01493,2024-01-27 22:15:45,2024-01-27,oil_change,showed,60,,2024-01-25 11:15:45
APT02427,CALL007758,DLR002,AGT010,CUS00964,2024-01-15 08:56:43,2024-01-15,tire_rotation,confirmed,120,,2024-01-10 17:56:43
APT02428,CALL007759,DLR005,AGT029,CUS01604,2024-01-25 04:28:11,2024-01-25,transmission_service,showed,30,,2024-01-11 16:28:11
APT02429,CALL007764,DLR002,AGT009,CUS01690,2024-02-01 15:57:32,2024-02-01,lease_return,showed,120,,2024-01-24 07:57:32
APT02430,CALL007766,DLR003,AGT014,CUS00191,2024-01-25 03:49:24,2024-01-25,sales_consultation,showed,90,,2024-01-17 10:49:24
APT02431,CALL007774,DLR003,AGT014,CUS00993,2024-02-10 01:17:10,2024-02-10,brake_service,showed,60,,2024-01-28 10:17:10
APT02432,CALL007775,DLR002,AGT011,CUS01962,2024-01-18 22:26:39,2024-01-18,lease_return,showed,30,,2024-01-16 14:26:39
APT02433,CALL007780,DLR001,AGT004,CUS01735,2024-01-25 22:34:37,2024-01-25,recall_repair,confirmed,30,,2024-01-11 11:34:37
APT02434,CALL007783,DLR005,AGT028,CUS00031,2024-01-20 04:13:11,2024-01-20,brake_service,scheduled,60,,2024-01-14 12:13:11
APT02435,CALL007784,DLR002,AGT009,CUS00655,2024-01-30 22:30:32,2024-01-30,lease_return,confirmed,120,,2024-01-27 10:30:32
APT02436,CALL007785,DLR005,AGT027,CUS01933,2024-01-17 19:52:25,2024-01-17,multi_point_inspection,confirmed,30,,2024-01-03 11:52:25
APT02437,CALL007788,DLR003,AGT017,CUS00372,2024-01-31 20:47:07,2024-01-31,transmission_service,confirmed,60,,2024-01-25 12:47:07
APT02438,CALL007790,DLR004,AGT021,CUS00878,2024-01-26 22:26:33,2024-01-26,tire_rotation,showed,60,,2024-01-18 11:26:33
APT02439,CALL007794,DLR001,AGT003,CUS01690,2024-02-07 02:44:08,2024-02-07,tire_rotation,showed,120,,2024-01-27 13:44:08
APT02440,CALL007797,DLR004,AGT021,CUS01172,2024-02-01 22:14:17,2024-02-01,sales_consultation,confirmed,60,,2024-01-30 13:14:17
APT02441,CALL007801,DLR002,AGT009,CUS01352,2024-02-02 20:54:05,2024-02-02,transmission_service,confirmed,60,,2024-01-22 09:54:05
APT02442,CALL007805,DLR001,AGT003,CUS00312,2024-01-22 05:34:48,2024-01-22,lease_return,showed,60,,2024-01-09 12:34:48
APT02443,CALL007806,DLR003,AGT018,CUS01780,2024-01-28 05:15:16,2024-01-28,oil_change,showed,45,,2024-01-23 14:15:16
APT02444,CALL007816,DLR005,AGT027,CUS01205,2024-02-05 02:25:05,2024-02-05,oil_change,no_show,30,,2024-01-22 18:25:05
APT02445,CALL007820,DLR004,AGT021,CUS01471,2024-01-24 01:58:45,2024-01-24,brake_service,showed,90,,2024-01-22 14:58:45
APT02446,CALL007822,DLR004,AGT024,CUS01542,2024-01-13 23:30:50,2024-01-13,sales_consultation,showed,30,,2024-01-02 15:30:50
APT02447,CALL007831,DLR005,AGT028,CUS00854,2024-02-11 01:11:59,2024-02-11,lease_return,showed,60,,2024-01-29 12:11:59
APT02448,CALL007835,DLR005,AGT025,CUS01782,2024-01-24 19:27:20,2024-01-24,tire_rotation,scheduled,60,,2024-01-17 11:27:20
APT02449,CALL007838,DLR004,AGT023,CUS01398,2024-01-17 21:51:02,2024-01-17,brake_service,confirmed,60,,2024-01-10 11:51:02
APT02450,CALL007841,DLR004,AGT020,CUS01270,2024-01-13 18:57:36,2024-01-13,brake_service,cancelled,45,,2024-01-08 10:57:36
APT02451,CALL007843,DLR004,AGT020,CUS01933,2024-01-17 07:58:02,2024-01-17,brake_service,confirmed,30,,2024-01-05 16:58:02
APT02452,CALL007846,DLR004,AGT023,CUS00822,2024-01-26 03:32:17,2024-01-26,tire_rotation,cancelled,60,,2024-01-13 15:32:17
APT02453,CALL007848,DLR004,AGT020,CUS00090,2024-01-24 02:26:20,2024-01-24,transmission_service,no_show,60,,2024-01-10 10:26:20
APT02454,CALL007851,DLR003,AGT015,CUS01584,2024-01-23 00:29:28,2024-01-23,lease_return,showed,30,,2024-01-17 09:29:28
APT02455,CALL007852,DLR005,AGT028,CUS00704,2024-01-27 00:56:05,2024-01-27,brake_service,confirmed,90,,2024-01-17 09:56:05
APT02456,CALL007855,DLR005,AGT030,CUS01115,2024-01-20 01:29:27,2024-01-20,multi_point_inspection,confirmed,120,,2024-01-12 17:29:27
APT02457,CALL007858,DLR002,AGT009,CUS00157,2024-02-09 00:02:50,2024-02-09,brake_service,confirmed,45,,2024-01-27 10:02:50
APT02458,CALL007860,DLR005,AGT026,CUS00293,2024-01-24 19:31:11,2024-01-24,transmission_service,showed,120,,2024-01-20 10:31:11
APT02459,CALL007862,DLR004,AGT020,CUS00353,2024-01-18 19:43:33,2024-01-18,recall_repair,scheduled,60,,2024-01-13 09:43:33
APT02460,CALL007864,DLR005,AGT028,CUS00319,2024-01-25 03:09:19,2024-01-25,recall_repair,showed,60,,2024-01-12 14:09:19
APT02461,CALL007877,DLR005,AGT026,CUS01235,2024-01-15 22:48:28,2024-01-15,multi_point_inspection,scheduled,120,,2024-01-02 13:48:28
APT02462,CALL007878,DLR004,AGT021,CUS00070,2024-02-08 22:31:19,2024-02-08,recall_repair,showed,90,,2024-01-30 09:31:19
APT02463,CALL007889,DLR005,AGT026,CUS00134,2024-01-31 08:18:48,2024-01-31,lease_return,showed,60,,2024-01-16 15:18:48
APT02464,CALL007892,DLR005,AGT029,CUS01497,2024-01-11 20:38:52,2024-01-11,lease_return,scheduled,90,,2024-01-10 12:38:52
APT02465,CALL007898,DLR003,AGT014,CUS01579,2024-01-25 00:57:20,2024-01-25,sales_consultation,showed,120,,2024-01-17 08:57:20
APT02466,CALL007899,DLR004,AGT019,CUS00453,2024-01-20 21:36:38,2024-01-20,brake_service,scheduled,45,,2024-01-19 10:36:38
APT02467,CALL007903,DLR002,AGT008,CUS01771,2024-01-30 04:50:07,2024-01-30,multi_point_inspection,no_show,60,,2024-01-16 14:50:07
APT02468,CALL007912,DLR002,AGT008,CUS01593,2024-02-07 03:24:50,2024-02-07,recall_repair,showed,60,,2024-01-30 15:24:50
APT02469,CALL007913,DLR004,AGT019,CUS01175,2024-01-21 01:05:44,2024-01-21,lease_return,cancelled,60,,2024-01-10 14:05:44
APT02470,CALL007914,DLR003,AGT014,CUS00491,2024-02-06 04:13:02,2024-02-06,lease_return,scheduled,30,,2024-01-30 15:13:02
APT02471,CALL007916,DLR005,AGT029,CUS01022,2024-01-26 03:01:12,2024-01-26,lease_return,showed,90,,2024-01-20 12:01:12
APT02472,CALL007919,DLR004,AGT024,CUS00206,2024-01-10 22:11:51,2024-01-10,multi_point_inspection,confirmed,45,,2024-01-07 11:11:51
APT02473,CALL007920,DLR003,AGT014,CUS00853,2024-01-21 23:50:10,2024-01-21,transmission_service,confirmed,90,,2024-01-13 07:50:10
APT02474,CALL007922,DLR002,AGT011,CUS00447,2024-01-05 05:40:34,2024-01-05,tire_rotation,cancelled,90,,2024-01-03 16:40:34
APT02475,CALL007923,DLR005,AGT026,CUS01143,2024-01-07 00:22:30,2024-01-07,brake_service,showed,60,,2024-01-02 11:22:30
APT02476,CALL007924,DLR003,AGT015,CUS00564,2024-02-02 06:25:42,2024-02-02,multi_point_inspection,confirmed,30,,2024-01-22 14:25:42
APT02477,CALL007925,DLR005,AGT025,CUS00038,2024-01-12 08:38:20,2024-01-12,brake_service,confirmed,60,,2024-01-09 19:38:20
APT02478,CALL007927,DLR003,AGT017,CUS01764,2024-01-23 02:20:13,2024-01-23,sales_consultation,confirmed,90,,2024-01-18 18:20:13
APT02479,CALL007929,DLR005,AGT026,CUS00582,2024-01-15 02:43:16,2024-01-15,lease_return,no_show,45,,2024-01-05 14:43:16
APT02480,CALL007930,DLR001,AGT006,CUS01387,2024-01-30 03:22:09,2024-01-30,recall_repair,showed,120,,2024-01-26 14:22:09
APT02481,CALL007933,DLR004,AGT023,CUS01240,2024-01-31 06:41:38,2024-01-31,lease_return,showed,90,,2024-01-27 14:41:38
APT02482,CALL007936,DLR005,AGT030,CUS01744,2024-01-26 01:22:53,2024-01-26,lease_return,no_show,90,,2024-01-23 09:22:53
APT02483,CALL007944,DLR004,AGT019,CUS00837,2024-01-30 03:04:15,2024-01-30,tire_rotation,showed,60,,2024-01-15 11:04:15
APT02484,CALL007947,DLR004,AGT019,CUS01642,2024-01-14 18:26:22,2024-01-14,tire_rotation,showed,30,,2024-01-03 09:26:22
APT02485,CALL007951,DLR004,AGT023,CUS00475,2024-01-24 02:50:54,2024-01-24,transmission_service,confirmed,90,,2024-01-15 13:50:54
APT02486,CALL007952,DLR002,AGT010,CUS00843,2024-01-08 03:16:42,2024-01-08,multi_point_inspection,no_show,60,,2024-01-02 16:16:42
APT02487,CALL007956,DLR002,AGT007,CUS00601,2024-01-18 09:11:57,2024-01-18,tire_rotation,scheduled,120,,2024-01-06 18:11:57
