SCORE_ID,CALL_ID,AGENT_ID,GREETING,ACTIVE_LISTENING,OBJECTION_HANDLING,PRODUCT_KNOWLEDGE,CLOSING,PROFESSIONALISM,OVERALL_SCORE,SCORED_BY,NOTES,CREATED_AT
SCR005490,CALL005490,AGT027,59,75,24,65,73,62,59,AI,,2024-01-25 12:07:22
SCR005491,CALL005491,AGT025,55,51,61,87,68,79,66,supervisor,,2024-01-16 11:49:31
SCR005492,CALL005492,AGT007,53,49,68,52,55,65,57,AI,,2024-01-26 10:35:22
SCR005493,CALL005493,AGT007,90,79,70,65,84,58,74,supervisor,,2024-01-16 13:55:57
SCR005494,CALL005494,AGT029,50,67,80,82,83,72,72,supervisor,,2024-01-18 17:29:14
SCR005495,CALL005495,AGT017,56,56,87,74,63,46,63,AI,,2024-01-03 14:47:28
SCR005496,CALL005496,AGT030,69,82,84,82,77,87,80,AI,,2024-01-19 14:58:14
SCR005497,CALL005497,AGT006,52,56,45,60,64,58,55,AI,,2024-01-19 11:58:38
SCR005498,CALL005498,AGT022,89,59,84,63,68,82,74,supervisor,,2024-01-28 10:10:57
SCR005499,CALL005499,AGT024,59,67,54,69,64,83,66,supervisor,,2024-01-02 09:27:32
SCR005500,CALL005500,AGT016,81,90,60,59,73,65,71,AI,,2024-01-22 09:19:56
SCR005501,CALL005501,AGT010,94,81,88,75,87,98,87,supervisor,,2024-01-14 10:20:36
SCR005502,CALL005502,AGT001,99,80,96,77,68,92,85,AI,,2024-01-08 14:53:41
SCR005503,CALL005503,AGT025,53,62,72,70,62,55,62,supervisor,,2024-01-05 09:18:50
SCR005504,CALL005504,AGT025,80,71,83,54,56,67,68,supervisor,,2024-01-20 14:55:42
SCR005505,CALL005505,AGT013,24,46,60,26,35,47,39,supervisor,,2024-01-19 16:11:23
SCR005506,CALL005506,AGT002,28,49,70,27,43,47,44,supervisor,,2024-01-14 07:25:45
SCR005507,CALL005507,AGT016,84,68,76,88,84,70,78,supervisor,,2024-01-09 15:22:05
SCR005508,CALL005508,AGT012,59,20,23,37,31,56,37,supervisor,,2024-01-09 11:18:10
SCR005509,CALL005509,AGT005,59,20,57,58,63,28,47,AI,,2024-01-30 17:28:29
SCR005510,CALL005510,AGT015,89,76,97,74,93,68,82,AI,,2024-01-28 13:16:21
SCR005511,CALL005511,AGT025,61,67,64,56,64,79,65,AI,,2024-01-27 17:05:06
SCR005512,CALL005512,AGT025,78,53,82,65,58,47,63,supervisor,,2024-01-25 11:46:07
SCR005513,CALL005513,AGT009,75,84,84,67,87,52,74,AI,,2024-01-08 15:39:33
SCR005514,CALL005514,AGT025,62,80,90,52,83,64,71,supervisor,,2024-01-14 15:06:34
SCR005515,CALL005515,AGT028,57,89,87,61,72,46,68,supervisor,,2024-01-09 12:23:25
SCR005516,CALL005516,AGT020,64,76,59,73,87,73,72,AI,,2024-01-02 10:53:37
SCR005517,CALL005517,AGT025,77,57,90,70,78,50,70,AI,,2024-01-22 11:45:36
SCR005518,CALL005518,AGT022,72,86,60,55,74,74,70,supervisor,,2024-01-28 16:54:50
SCR005519,CALL005519,AGT005,44,58,29,65,49,67,52,supervisor,,2024-01-15 14:03:35
SCR005520,CALL005520,AGT010,65,90,72,70,99,83,79,AI,,2024-01-28 16:29:21
SCR005521,CALL005521,AGT030,55,60,69,75,82,64,67,supervisor,,2024-01-15 14:32:08
SCR005522,CALL005522,AGT007,60,72,85,46,76,52,65,AI,,2024-01-09 15:37:01
SCR005523,CALL005523,AGT023,81,99,82,99,84,97,90,supervisor,,2024-01-06 10:49:29
SCR005524,CALL005524,AGT024,48,53,50,48,75,84,59,supervisor,,2024-01-25 10:58:59
SCR005525,CALL005525,AGT018,100,87,85,93,74,91,88,supervisor,,2024-01-20 16:18:33
SCR005526,CALL005526,AGT014,85,53,49,83,51,58,63,AI,,2024-01-06 16:37:38
SCR005527,CALL005527,AGT028,84,59,69,64,59,77,68,supervisor,,2024-01-20 14:28:16
SCR005528,CALL005528,AGT022,76,80,63,67,65,84,72,supervisor,,2024-01-14 10:29:18
SCR005529,CALL005529,AGT013,48,45,41,42,50,45,45,AI,,2024-01-20 09:25:59
SCR005530,CALL005530,AGT014,47,74,71,55,77,77,66,supervisor,,2024-01-14 14:02:45
SCR005531,CALL005531,AGT018,88,87,86,77,74,92,84,AI,,2024-01-27 14:41:39
SCR005532,CALL005532,AGT010,70,77,73,95,70,83,78,AI,,2024-01-12 15:19:17
SCR005533,CALL005533,AGT026,74,87,90,84,86,67,81,supervisor,,2024-01-29 16:13:00
SCR005534,CALL005534,AGT017,77,68,67,58,54,76,66,supervisor,,2024-01-10 10:24:04
SCR005535,CALL005535,AGT009,51,71,77,47,66,69,63,supervisor,,2024-01-01 10:25:07
SCR005536,CALL005536,AGT029,59,80,64,82,53,53,65,AI,,2024-01-01 18:03:15
SCR005537,CALL005537,AGT018,70,71,96,93,73,79,80,supervisor,,2024-01-04 15:02:14
SCR005538,CALL005538,AGT001,79,78,93,67,65,88,78,supervisor,,2024-01-25 12:43:36
SCR005539,CALL005539,AGT023,67,80,84,77,90,84,80,AI,,2024-01-17 11:22:00
SCR005540,CALL005540,AGT016,69,51,89,59,52,81,66,supervisor,,2024-01-03 15:58:24
SCR005541,CALL005541,AGT018,88,77,74,74,94,69,79,AI,,2024-01-16 13:05:15
SCR005542,CALL005542,AGT015,91,98,98,94,77,94,92,AI,,2024-01-24 11:15:16
SCR005543,CALL005543,AGT030,80,62,61,68,57,72,66,supervisor,,2024-01-28 11:42:38
SCR005544,CALL005544,AGT022,82,72,57,89,51,75,71,AI,,2024-01-24 09:28:53
SCR005545,CALL005545,AGT020,76,62,82,65,88,57,71,supervisor,,2024-01-04 17:30:27
SCR005546,CALL005546,AGT027,28,32,56,39,38,37,38,AI,,2024-01-11 16:17:36
SCR005547,CALL005547,AGT012,58,45,20,52,28,73,46,supervisor,,2024-01-16 08:33:38
SCR005548,CALL005548,AGT011,55,75,73,70,63,55,65,supervisor,,2024-01-14 10:21:32
SCR005549,CALL005549,AGT014,56,52,51,85,49,64,59,supervisor,,2024-01-09 12:00:07
SCR005550,CALL005550,AGT014,66,74,45,76,64,70,65,supervisor,,2024-01-19 13:52:10
SCR005551,CALL005551,AGT023,76,87,70,76,79,91,79,AI,,2024-01-09 16:48:34
SCR005552,CALL005552,AGT022,71,56,51,55,89,80,67,AI,,2024-01-19 15:09:27
SCR005553,CALL005553,AGT026,67,72,80,95,65,97,79,supervisor,,2024-01-02 12:17:18
SCR005554,CALL005554,AGT013,50,24,46,37,53,61,45,AI,,2024-01-14 09:36:08
SCR005555,CALL005555,AGT022,47,89,75,86,73,60,71,AI,,2024-01-07 14:46:26
SCR005556,CALL005556,AGT002,32,22,24,49,35,33,32,supervisor,,2024-01-14 15:55:06
SCR005557,CALL005557,AGT003,53,46,46,53,89,89,62,AI,,2024-01-08 17:36:01
SCR005558,CALL005558,AGT008,79,67,87,82,46,78,73,AI,,2024-01-24 10:59:16
SCR005559,CALL005559,AGT010,82,82,88,81,100,94,87,AI,,2024-01-25 14:27:14
SCR005560,CALL005560,AGT024,56,53,83,54,50,60,59,supervisor,,2024-01-16 15:57:18
SCR005561,CALL005561,AGT029,60,88,55,59,53,81,66,supervisor,,2024-01-27 17:28:03
SCR005562,CALL005562,AGT002,44,63,71,72,59,36,57,AI,,2024-01-20 17:03:42
SCR005563,CALL005563,AGT024,57,59,61,65,74,82,66,supervisor,,2024-01-18 11:52:10
SCR005564,CALL005564,AGT030,69,61,81,59,87,53,68,supervisor,,2024-01-24 11:55:22
SCR005565,CALL005565,AGT011,47,77,61,89,61,52,64,supervisor,,2024-01-15 10:04:43
SCR005566,CALL005566,AGT028,69,86,71,83,55,90,75,supervisor,,2024-01-13 10:59:16
SCR005567,CALL005567,AGT016,48,45,82,55,70,47,57,supervisor,,2024-01-01 16:04:36
SCR005568,CALL005568,AGT030,87,73,83,57,90,83,78,AI,,2024-01-13 17:08:48
SCR005569,CALL005569,AGT002,46,57,56,22,31,39,41,supervisor,,2024-01-07 09:03:58
SCR005570,CALL005570,AGT014,89,58,76,58,84,51,69,supervisor,,2024-01-14 15:06:58
SCR005571,CALL005571,AGT030,81,70,50,66,55,72,65,AI,,2024-01-26 11:41:29
SCR005572,CALL005572,AGT011,53,58,73,53,59,49,57,AI,,2024-01-23 16:51:27
SCR005573,CALL005573,AGT020,50,53,68,59,58,70,59,AI,,2024-01-22 15:22:16
SCR005574,CALL005574,AGT010,97,92,86,69,90,79,85,supervisor,,2024-01-25 15:42:06
SCR005575,CALL005575,AGT019,60,55,48,80,64,60,61,AI,,2024-01-28 11:10:23
SCR005576,CALL005576,AGT017,79,45,60,48,72,78,63,AI,,2024-01-01 10:57:12
SCR005577,CALL005577,AGT023,73,80,96,95,98,72,85,supervisor,,2024-01-14 09:00:37
SCR005578,CALL005578,AGT028,89,60,75,88,59,73,74,supervisor,,2024-01-11 14:56:03
SCR005579,CALL005579,AGT027,28,26,65,34,41,38,38,supervisor,,2024-01-22 17:12:59
SCR005580,CALL005580,AGT027,63,27,59,23,64,70,51,AI,,2024-01-25 14:50:05
SCR005581,CALL005581,AGT005,32,23,23,65,66,64,45,supervisor,,2024-01-03 16:28:54
SCR005582,CALL005582,AGT005,27,72,56,65,73,58,58,AI,,2024-01-16 07:08:08
SCR005583,CALL005583,AGT029,58,72,83,69,46,83,68,AI,,2024-01-13 09:59:58
SCR005584,CALL005584,AGT019,89,47,81,54,73,46,65,AI,,2024-01-03 17:26:41
SCR005585,CALL005585,AGT027,41,48,64,37,23,39,42,supervisor,,2024-01-10 12:17:13
SCR005586,CALL005586,AGT010,85,69,95,75,88,81,82,AI,,2024-01-29 10:04:36
SCR005587,CALL005587,AGT013,70,39,73,27,74,47,55,supervisor,,2024-01-15 10:49:28
SCR005588,CALL005588,AGT001,78,77,97,78,68,93,81,AI,,2024-01-29 11:14:45
SCR005589,CALL005589,AGT014,65,73,64,90,88,59,73,supervisor,,2024-01-18 11:38:52
SCR005590,CALL005590,AGT025,90,75,75,48,62,65,69,supervisor,,2024-01-30 11:42:37
SCR005591,CALL005591,AGT002,51,37,32,62,33,39,42,AI,,2024-01-21 10:32:40
SCR005592,CALL005592,AGT007,84,63,57,76,88,51,69,supervisor,,2024-01-12 10:21:55
SCR005593,CALL005593,AGT029,69,79,51,50,90,59,66,supervisor,,2024-01-30 13:06:24
SCR005594,CALL005594,AGT026,89,98,69,84,78,99,86,AI,,2024-01-28 14:49:01
SCR005595,CALL005595,AGT011,50,60,45,61,52,63,55,AI,,2024-01-01 09:35:14
SCR005596,CALL005596,AGT015,86,71,75,95,91,71,81,AI,,2024-01-26 09:14:12
SCR005597,CALL005597,AGT009,46,65,80,52,67,51,60,supervisor,,2024-01-20 12:44:23
SCR005598,CALL005598,AGT007,54,82,60,51,76,74,66,AI,,2024-01-17 11:11:20
SCR005599,CALL005599,AGT026,68,89,92,98,72,73,82,supervisor,,2024-01-27 09:13:08
SCR005600,CALL005600,AGT013,62,46,31,35,48,47,44,supervisor,,2024-01-06 14:34:28
SCR005601,CALL005601,AGT027,55,21,25,45,55,42,40,AI,,2024-01-10 15:48:42
SCR005602,CALL005602,AGT004,81,93,82,75,82,67,80,AI,,2024-01-21 13:05:44
SCR005603,CALL005603,AGT009,59,50,85,75,89,59,69,AI,,2024-01-21 09:18:21
SCR005604,CALL005604,AGT019,46,59,69,59,57,69,59,supervisor,,2024-01-06 10:54:27
SCR005605,CALL005605,AGT002,31,26,53,33,22,54,36,AI,,2024-01-12 10:37:34
SCR005606,CALL005606,AGT014,82,60,87,82,51,75,72,AI,,2024-01-05 10:19:34
SCR005607,CALL005607,AGT023,80,96,93,67,77,77,81,AI,,2024-01-27 15:19:51
SCR005608,CALL005608,AGT018,96,65,76,72,89,80,79,supervisor,,2024-01-28 09:41:30
SCR005609,CALL005609,AGT011,54,85,85,77,74,63,73,supervisor,,2024-01-15 14:38:49
SCR005610,CALL005610,AGT014,87,67,66,65,70,88,73,AI,,2024-01-17 11:56:28
SCR005611,CALL005611,AGT010,80,73,69,67,97,93,79,supervisor,,2024-01-13 17:02:29
SCR005612,CALL005612,AGT026,69,96,90,68,81,84,81,supervisor,,2024-01-12 13:09:34
SCR005613,CALL005613,AGT012,66,61,24,66,73,30,53,AI,,2024-01-15 14:36:18
SCR005614,CALL005614,AGT016,78,54,73,79,74,89,74,AI,,2024-01-20 11:45:49
SCR005615,CALL005615,AGT013,70,34,63,61,68,65,60,supervisor,,2024-01-13 16:14:14
SCR005616,CALL005616,AGT011,85,68,80,67,46,55,66,AI,,2024-01-13 16:01:49
SCR005617,CALL005617,AGT018,84,66,100,85,66,86,81,supervisor,,2024-01-25 15:24:08
SCR005618,CALL005618,AGT021,99,83,84,74,82,80,83,supervisor,,2024-01-14 09:43:27
SCR005619,CALL005619,AGT025,77,59,52,50,72,84,65,supervisor,,2024-01-12 14:32:16
SCR005620,CALL005620,AGT028,49,57,63,80,65,81,65,AI,,2024-01-14 07:47:06
SCR005621,CALL005621,AGT008,48,81,76,76,66,47,65,supervisor,,2024-01-22 12:30:37
SCR005622,CALL005622,AGT026,88,84,87,73,65,89,81,supervisor,,2024-01-28 11:35:29
SCR005623,CALL005623,AGT008,86,88,89,73,86,80,83,AI,,2024-01-23 13:55:13
SCR005624,CALL005624,AGT023,73,80,82,79,75,67,76,supervisor,,2024-01-15 09:14:16
SCR005625,CALL005625,AGT001,70,100,71,65,84,78,78,supervisor,,2024-01-03 18:35:14
SCR005626,CALL005626,AGT028,66,45,90,89,45,60,65,supervisor,,2024-01-07 11:11:48
SCR005627,CALL005627,AGT019,54,56,54,65,62,65,59,supervisor,,2024-01-28 08:19:06
SCR005628,CALL005628,AGT023,75,95,67,84,92,71,80,AI,,2024-01-12 08:40:21
SCR005629,CALL005629,AGT014,59,80,58,55,82,45,63,AI,,2024-01-23 09:36:44
SCR005630,CALL005630,AGT008,74,50,85,79,79,78,74,supervisor,,2024-01-27 09:51:45
SCR005631,CALL005631,AGT020,57,66,65,47,86,83,67,AI,,2024-01-04 10:54:26
SCR005632,CALL005632,AGT030,84,56,72,74,62,76,70,supervisor,,2024-01-28 08:11:34
SCR005633,CALL005633,AGT021,82,98,65,92,76,93,84,AI,,2024-01-04 11:28:42
SCR005634,CALL005634,AGT026,66,69,81,88,96,79,79,AI,,2024-01-19 08:45:52
SCR005635,CALL005635,AGT007,58,67,80,64,87,48,67,supervisor,,2024-01-14 13:52:22
SCR005636,CALL005636,AGT016,82,76,69,56,77,73,72,AI,,2024-01-14 15:29:04
SCR005637,CALL005637,AGT016,50,64,81,82,87,73,72,AI,,2024-01-05 19:31:59
SCR005638,CALL005638,AGT003,49,79,65,65,60,67,64,AI,,2024-01-02 12:07:27
SCR005639,CALL005639,AGT010,72,74,88,96,70,71,78,AI,,2024-01-14 09:12:20
SCR005640,CALL005640,AGT027,66,60,20,65,64,44,53,AI,,2024-01-07 16:46:03
SCR005641,CALL005641,AGT029,86,81,56,87,81,70,76,supervisor,,2024-01-14 12:37:43
SCR005642,CALL005642,AGT020,52,47,73,56,82,67,62,AI,,2024-01-24 10:17:54
SCR005643,CALL005643,AGT024,75,48,62,52,49,61,57,supervisor,,2024-01-16 18:00:10
SCR005644,CALL005644,AGT008,76,79,76,60,72,62,70,AI,,2024-01-17 14:42:36
SCR005645,CALL005645,AGT010,66,90,76,97,83,75,81,supervisor,,2024-01-15 10:28:13
SCR005646,CALL005646,AGT018,94,78,74,84,89,99,86,supervisor,,2024-01-12 11:35:01
SCR005647,CALL005647,AGT023,100,82,80,84,96,92,89,AI,,2024-01-05 13:02:16
SCR005648,CALL005648,AGT005,50,25,66,20,26,66,42,AI,,2024-01-28 09:53:13
SCR005649,CALL005649,AGT013,52,54,74,60,50,22,52,AI,,2024-01-24 12:46:31
SCR005650,CALL005650,AGT025,53,90,51,57,61,79,65,supervisor,,2024-01-16 11:52:28
SCR005651,CALL005651,AGT017,90,76,57,56,76,64,69,supervisor,,2024-01-27 07:28:04
SCR005652,CALL005652,AGT002,33,20,33,52,41,51,38,supervisor,,2024-01-30 12:51:31
SCR005653,CALL005653,AGT030,62,54,61,68,61,66,62,supervisor,,2024-01-24 12:31:45
SCR005654,CALL005654,AGT019,49,60,50,60,49,45,52,AI,,2024-01-02 14:50:15
SCR005655,CALL005655,AGT010,84,97,74,100,97,79,88,supervisor,,2024-01-23 09:07:21
SCR005656,CALL005656,AGT026,74,72,88,92,78,84,81,AI,,2024-01-02 15:46:10
SCR005657,CALL005657,AGT014,78,86,90,78,79,57,78,supervisor,,2024-01-18 14:51:08
SCR005658,CALL005658,AGT022,78,81,83,76,85,85,81,AI,,2024-01-02 08:06:08
SCR005659,CALL005659,AGT018,86,96,76,73,96,98,87,AI,,2024-01-17 15:25:19
SCR005660,CALL005660,AGT003,77,62,54,49,90,69,66,supervisor,,2024-01-11 08:34:00
SCR005661,CALL005661,AGT001,77,85,100,92,90,91,89,supervisor,,2024-01-10 08:23:23
SCR005662,CALL005662,AGT003,55,76,64,82,75,71,70,AI,,2024-01-18 13:16:32
SCR005663,CALL005663,AGT018,96,68,89,70,70,95,81,supervisor,,2024-01-03 16:08:52
SCR005664,CALL005664,AGT002,73,25,35,29,57,65,47,supervisor,,2024-01-09 09:00:48
SCR005665,CALL005665,AGT011,85,74,67,65,88,69,74,supervisor,,2024-01-23 13:12:35
SCR005666,CALL005666,AGT021,98,98,98,71,88,70,87,AI,,2024-01-10 17:03:56
SCR005667,CALL005667,AGT003,78,60,85,46,57,66,65,AI,,2024-01-14 10:02:56
SCR005668,CALL005668,AGT024,89,73,75,77,61,88,77,AI,,2024-01-01 09:26:54
SCR005669,CALL005669,AGT018,65,70,70,90,92,85,78,supervisor,,2024-01-10 13:36:43
SCR005670,CALL005670,AGT027,26,69,20,64,28,30,39,supervisor,,2024-01-06 14:39:56
SCR005671,CALL005671,AGT018,92,82,80,83,100,88,87,AI,,2024-01-11 15:08:17
SCR005672,CALL005672,AGT027,68,73,60,53,53,74,63,supervisor,,2024-01-19 11:32:47
SCR005673,CALL005673,AGT022,56,66,68,45,64,66,60,AI,,2024-01-18 10:05:22
SCR005674,CALL005674,AGT022,77,77,71,72,64,47,68,AI,,2024-01-11 11:17:32
SCR005675,CALL005675,AGT027,50,60,22,49,54,65,50,supervisor,,2024-01-07 10:25:06
SCR005676,CALL005676,AGT009,55,68,67,46,71,84,65,AI,,2024-01-21 10:27:14
SCR005677,CALL005677,AGT008,45,62,78,45,52,57,56,supervisor,,2024-01-27 10:05:44
SCR005678,CALL005678,AGT023,90,71,100,94,72,88,85,supervisor,,2024-01-17 11:23:11
SCR005679,CALL005679,AGT020,73,78,68,54,77,83,72,supervisor,,2024-01-20 14:23:29
SCR005680,CALL005680,AGT023,92,91,98,92,91,69,88,supervisor,,2024-01-14 13:25:26
SCR005681,CALL005681,AGT021,65,87,83,69,67,87,76,AI,,2024-01-09 09:46:15
SCR005682,CALL005682,AGT006,71,33,44,34,75,26,47,supervisor,,2024-01-07 07:54:20
SCR005683,CALL005683,AGT020,50,56,88,67,86,87,72,AI,,2024-01-18 11:11:10
SCR005684,CALL005684,AGT019,50,80,76,54,86,63,68,AI,,2024-01-22 15:21:50
SCR005685,CALL005685,AGT017,52,50,90,74,87,54,67,supervisor,,2024-01-17 13:21:42
SCR005686,CALL005686,AGT001,83,85,89,89,97,89,88,AI,,2024-01-05 14:39:20
SCR005687,CALL005687,AGT024,50,48,63,62,69,56,58,supervisor,,2024-01-25 14:13:53
SCR005688,CALL005688,AGT010,86,77,94,82,90,69,83,supervisor,,2024-01-27 10:50:07
SCR005689,CALL005689,AGT026,73,83,96,81,81,77,81,supervisor,,2024-01-24 17:07:11
SCR005690,CALL005690,AGT011,90,89,90,86,49,52,76,AI,,2024-01-27 10:25:41
SCR005691,CALL005691,AGT027,33,62,63,46,22,23,41,AI,,2024-01-12 11:34:22
SCR005692,CALL005692,AGT019,69,72,64,47,64,48,60,supervisor,,2024-01-01 15:46:38
SCR005693,CALL005693,AGT004,73,75,88,80,81,70,77,supervisor,,2024-01-11 09:52:05
SCR005694,CALL005694,AGT003,64,66,79,59,82,51,66,supervisor,,2024-01-14 14:52:37
SCR005695,CALL005695,AGT026,88,83,90,83,84,72,83,AI,,2024-01-11 11:05:06
SCR005696,CALL005696,AGT009,79,76,50,77,63,45,65,AI,,2024-01-06 15:51:58
SCR005697,CALL005697,AGT006,72,22,67,31,61,35,48,supervisor,,2024-01-08 10:59:54
SCR005698,CALL005698,AGT013,25,43,20,50,51,74,43,AI,,2024-01-29 16:28:10
SCR005699,CALL005699,AGT026,74,98,89,88,92,78,86,supervisor,,2024-01-13 11:21:31
SCR005700,CALL005700,AGT003,73,88,62,50,85,72,71,supervisor,,2024-01-26 12:36:34
SCR005701,CALL005701,AGT012,64,65,28,24,21,42,40,supervisor,,2024-01-22 08:19:40
SCR005702,CALL005702,AGT019,47,61,67,79,87,71,68,AI,,2024-01-18 11:47:27
SCR005703,CALL005703,AGT021,88,69,85,79,79,81,80,supervisor,,2024-01-01 15:28:08
SCR005704,CALL005704,AGT005,21,59,33,39,54,42,41,supervisor,,2024-01-26 14:50:58
SCR005705,CALL005705,AGT013,52,27,47,25,52,28,38,AI,,2024-01-23 18:30:38
SCR005706,CALL005706,AGT018,96,94,94,100,85,67,89,AI,,2024-01-24 08:22:36
SCR005707,CALL005707,AGT016,88,89,52,90,57,48,70,AI,,2024-01-27 10:57:18
SCR005708,CALL005708,AGT018,72,83,81,74,90,74,79,supervisor,,2024-01-08 11:34:49
SCR005709,CALL005709,AGT020,72,69,49,72,73,67,67,AI,,2024-01-14 11:48:12
SCR005710,CALL005710,AGT020,78,82,83,63,58,62,71,AI,,2024-01-03 14:36:51
SCR005711,CALL005711,AGT006,42,42,72,20,46,56,46,supervisor,,2024-01-13 09:36:52
SCR005712,CALL005712,AGT021,92,79,65,92,99,73,83,AI,,2024-01-02 15:54:10
SCR005713,CALL005713,AGT023,93,76,90,85,71,80,82,AI,,2024-01-09 08:39:35
SCR005714,CALL005714,AGT019,80,47,75,61,78,67,68,supervisor,,2024-01-16 11:09:32
SCR005715,CALL005715,AGT018,93,78,80,66,72,81,78,AI,,2024-01-09 10:19:15
SCR005716,CALL005716,AGT009,72,50,51,84,81,50,64,AI,,2024-01-04 10:51:02
SCR005717,CALL005717,AGT020,83,71,70,72,68,58,70,AI,,2024-01-06 15:48:53
SCR005718,CALL005718,AGT009,71,79,65,74,69,62,70,AI,,2024-01-18 17:24:23
SCR005719,CALL005719,AGT003,90,80,90,46,72,46,70,AI,,2024-01-16 07:03:48
SCR005720,CALL005720,AGT011,60,83,80,67,71,54,69,AI,,2024-01-10 16:59:56
SCR005721,CALL005721,AGT011,77,90,63,86,73,85,79,supervisor,,2024-01-14 11:00:06
SCR005722,CALL005722,AGT010,83,78,84,96,73,66,80,supervisor,,2024-01-28 17:36:04
SCR005723,CALL005723,AGT003,88,67,48,51,72,58,64,AI,,2024-01-01 11:43:33
SCR005724,CALL005724,AGT019,45,52,57,46,62,71,55,AI,,2024-01-04 17:17:44
SCR005725,CALL005725,AGT024,45,79,64,75,73,66,67,AI,,2024-01-13 14:39:36
SCR005726,CALL005726,AGT028,45,72,58,88,53,84,66,AI,,2024-01-03 15:24:18
SCR005727,CALL005727,AGT002,59,39,31,22,50,35,39,AI,,2024-01-12 12:46:35
SCR005728,CALL005728,AGT015,82,75,78,84,75,74,78,AI,,2024-01-07 08:51:13
SCR005729,CALL005729,AGT024,76,55,57,49,47,77,60,AI,,2024-01-10 08:33:06
SCR005730,CALL005730,AGT023,65,90,96,98,69,73,81,AI,,2024-01-29 09:59:52
SCR005731,CALL005731,AGT015,86,77,100,96,73,81,85,supervisor,,2024-01-15 11:31:20
SCR005732,CALL005732,AGT012,70,26,47,69,55,42,51,AI,,2024-01-06 10:13:18
SCR005733,CALL005733,AGT022,74,86,56,70,78,67,71,AI,,2024-01-29 17:28:17
SCR005734,CALL005734,AGT013,75,59,66,64,36,52,58,supervisor,,2024-01-15 15:12:36
SCR005735,CALL005735,AGT008,82,53,89,87,54,72,72,supervisor,,2024-01-11 14:41:38
SCR005736,CALL005736,AGT008,86,68,79,71,68,57,71,supervisor,,2024-01-07 16:33:39
SCR005737,CALL005737,AGT016,75,84,74,60,88,62,73,supervisor,,2024-01-28 16:54:14
SCR005738,CALL005738,AGT030,57,65,62,88,61,50,63,supervisor,,2024-01-21 14:16:31
SCR005739,CALL005739,AGT002,69,56,56,56,27,53,52,AI,,2024-01-28 16:03:48
SCR005740,CALL005740,AGT022,50,52,86,84,82,46,66,AI,,2024-01-21 11:12:16
SCR005741,CALL005741,AGT008,82,90,63,81,54,87,76,AI,,2024-01-24 14:59:48
SCR005742,CALL005742,AGT028,85,62,51,50,57,82,64,supervisor,,2024-01-13 13:39:25
SCR005743,CALL005743,AGT014,84,68,89,63,77,83,77,supervisor,,2024-01-03 09:32:26
SCR005744,CALL005744,AGT022,87,59,66,63,58,87,70,AI,,2024-01-11 11:37:04
SCR005745,CALL005745,AGT030,60,88,69,61,61,71,68,supervisor,,2024-01-08 10:23:49
SCR005746,CALL005746,AGT011,61,46,72,90,74,60,67,supervisor,,2024-01-08 10:23:58
SCR005747,CALL005747,AGT027,62,44,32,39,22,71,45,supervisor,,2024-01-11 15:45:34
SCR005748,CALL005748,AGT001,88,80,83,65,90,76,80,supervisor,,2024-01-12 10:27:04
SCR005749,CALL005749,AGT028,54,47,45,81,57,76,60,supervisor,,2024-01-27 13:03:42
SCR005750,CALL005750,AGT001,74,92,95,78,90,90,86,AI,,2024-01-25 14:12:19
SCR005751,CALL005751,AGT025,87,88,60,87,83,53,76,AI,,2024-01-26 14:04:06
SCR005752,CALL005752,AGT023,79,96,98,73,74,85,84,supervisor,,2024-01-08 17:40:45
SCR005753,CALL005753,AGT007,73,69,83,82,48,64,69,supervisor,,2024-01-09 08:12:47
SCR005754,CALL005754,AGT012,41,40,40,71,54,22,44,AI,,2024-01-06 08:13:51
SCR005755,CALL005755,AGT013,58,25,60,24,34,75,46,supervisor,,2024-01-26 11:04:46
SCR005756,CALL005756,AGT028,87,63,61,62,65,51,64,supervisor,,2024-01-21 09:41:52
SCR005757,CALL005757,AGT023,82,70,96,74,96,82,83,AI,,2024-01-02 10:17:33
SCR005758,CALL005758,AGT028,78,71,69,54,46,87,67,supervisor,,2024-01-05 11:19:33
SCR005759,CALL005759,AGT012,67,37,67,46,64,48,54,AI,,2024-01-25 10:33:09
SCR005760,CALL005760,AGT011,74,88,47,89,90,55,73,supervisor,,2024-01-11 12:31:34
SCR005761,CALL005761,AGT026,71,65,77,97,88,74,78,supervisor,,2024-01-16 11:32:20
SCR005762,CALL005762,AGT024,88,58,55,61,75,46,63,supervisor,,2024-01-01 11:38:35
SCR005763,CALL005763,AGT029,84,60,78,72,89,67,75,AI,,2024-01-16 07:58:50
SCR005764,CALL005764,AGT001,100,75,88,84,78,75,83,AI,,2024-01-23 18:24:38
SCR005765,CALL005765,AGT003,52,62,80,52,59,68,62,AI,,2024-01-17 09:07:20
SCR005766,CALL005766,AGT005,64,65,75,31,65,49,58,AI,,2024-01-20 16:24:50
SCR005767,CALL005767,AGT029,90,46,67,59,90,74,71,AI,,2024-01-17 10:01:06
SCR005768,CALL005768,AGT018,92,90,97,90,78,80,87,AI,,2024-01-22 15:41:24
SCR005769,CALL005769,AGT020,80,67,54,71,69,61,67,supervisor,,2024-01-25 16:35:44
SCR005770,CALL005770,AGT019,60,82,87,83,51,82,74,supervisor,,2024-01-18 14:22:21
SCR005771,CALL005771,AGT014,46,87,68,85,64,86,72,supervisor,,2024-01-29 10:41:35
SCR005772,CALL005772,AGT016,75,61,89,53,66,56,66,AI,,2024-01-29 16:20:43
