TASK_ID,CALL_ID,DEALER_ID,AGENT_ID,CUSTOMER_ID,TASK_TYPE,PRIORITY,STATUS,DUE_DATE,COMPLETED_AT,NOTES,CREATED_AT
TSK04480,CALL003323,DLR001,AGT024,CUS00775,send_coupon,high,completed,2024-01-07,,,2024-01-06
TSK04481,CALL010594,DLR001,AGT026,CUS00906,send_survey,low,completed,2024-01-14,,,2024-01-14
TSK04482,CALL003950,DLR005,AGT010,CUS00877,send_survey,low,completed,2024-01-16,2024-01-16,,2024-01-12
TSK04483,,DLR004,AGT013,CUS01998,follow_up_call,low,cancelled,2024-01-13,,,2024-01-09
TSK04484,CALL003558,DLR003,AGT011,CUS00948,follow_up_call,high,completed,2024-02-06,2024-02-06,,2024-02-03
TSK04485,CALL008418,DLR002,AGT019,CUS00543,send_coupon,medium,pending,2024-02-05,,,2024-02-01
TSK04486,,DLR004,AGT007,CUS00204,send_coupon,low,in_progress,2024-01-19,,,2024-01-14
TSK04487,CALL008881,DLR005,AGT001,CUS00589,follow_up_call,low,in_progress,2024-01-17,,,2024-01-12
TSK04488,,DLR003,AGT010,CUS01807,send_survey,low,pending,2024-02-02,2024-02-02,,2024-02-02
TSK04489,,DLR004,AGT026,CUS01691,send_recall_info,medium,cancelled,2024-01-06,2024-01-06,,2024-01-06
TSK04490,CALL010490,DLR001,AGT006,CUS01055,update_contact,medium,pending,2024-01-04,2024-01-04,,2024-01-03
TSK04491,CALL007120,DLR005,AGT025,CUS01384,escalate_complaint,medium,completed,2024-01-03,,,2024-01-02
TSK04492,CALL000431,DLR002,AGT006,CUS01979,follow_up_call,medium,pending,2024-01-23,,,2024-01-22
TSK04493,CALL004302,DLR005,AGT027,CUS00669,schedule_appointment,medium,completed,2024-01-08,,,2024-01-04
TSK04494,,DLR003,AGT012,CUS01052,send_coupon,low,in_progress,2024-01-27,2024-01-27,,2024-01-26
TSK04495,CALL009295,DLR005,AGT012,CUS00547,escalate_complaint,low,pending,2024-02-02,,,2024-02-01
TSK04496,,DLR002,AGT011,CUS01678,send_coupon,high,pending,2024-01-24,2024-01-24,,2024-01-19
TSK04497,,DLR005,AGT025,CUS01834,schedule_appointment,medium,in_progress,2024-01-13,,,2024-01-10
TSK04498,CALL007784,DLR004,AGT001,CUS00919,send_coupon,medium,cancelled,2024-01-21,,,2024-01-20
TSK04499,CALL014433,DLR003,AGT014,CUS00860,send_recall_info,high,cancelled,2024-01-29,2024-01-29,,2024-01-27
TSK04500,CALL000271,DLR004,AGT013,CUS01370,confirm_appointment,low,completed,2024-01-16,,,2024-01-16
TSK04501,CALL009111,DLR002,AGT028,CUS00015,escalate_complaint,high,in_progress,2024-01-25,2024-01-25,,2024-01-23
TSK04502,CALL002790,DLR001,AGT017,CUS01046,send_coupon,medium,pending,2024-01-17,2024-01-17,,2024-01-15
TSK04503,CALL012055,DLR005,AGT002,CUS00283,confirm_appointment,low,in_progress,2024-01-30,2024-01-30,,2024-01-26
TSK04504,CALL006088,DLR002,AGT021,CUS01371,update_contact,low,completed,2024-01-25,2024-01-25,,2024-01-21
TSK04505,,DLR004,AGT009,CUS00554,update_contact,high,completed,2024-01-10,2024-01-10,,2024-01-06
TSK04506,CALL005412,DLR001,AGT013,CUS00724,schedule_appointment,medium,completed,2024-01-26,,,2024-01-25
TSK04507,CALL012565,DLR003,AGT025,CUS01880,send_survey,low,in_progress,2024-01-23,,,2024-01-22
TSK04508,CALL010566,DLR002,AGT002,CUS01581,send_coupon,high,completed,2024-01-17,,,2024-01-17
TSK04509,,DLR005,AGT012,CUS01474,follow_up_call,high,in_progress,2024-01-03,,,2024-01-01
TSK04510,CALL002117,DLR001,AGT002,CUS00638,send_coupon,high,completed,2024-02-05,,,2024-02-01
TSK04511,,DLR004,AGT012,CUS00721,follow_up_call,medium,completed,2024-01-30,2024-01-30,,2024-01-25
TSK04512,,DLR002,AGT007,CUS00259,send_recall_info,medium,cancelled,2024-01-19,,,2024-01-18
TSK04513,CALL014313,DLR004,AGT014,CUS01469,send_coupon,medium,completed,2024-01-18,2024-01-18,,2024-01-17
TSK04514,CALL001016,DLR005,AGT010,CUS01629,send_survey,medium,completed,2024-02-07,,,2024-02-05
TSK04515,CALL008431,DLR005,AGT022,CUS01346,schedule_appointment,medium,pending,2024-01-30,,,2024-01-27
TSK04516,CALL008516,DLR004,AGT016,CUS00635,confirm_appointment,medium,completed,2024-01-23,,,2024-01-22
TSK04517,,DLR001,AGT001,CUS01356,send_recall_info,medium,completed,2024-02-03,,,2024-02-03
TSK04518,CALL000468,DLR005,AGT030,CUS00600,update_contact,medium,pending,2024-01-01,2024-01-01,,2023-12-30
TSK04519,,DLR001,AGT004,CUS00543,confirm_appointment,high,pending,2024-01-16,,,2024-01-13
TSK04520,CALL010573,DLR005,AGT001,CUS00888,escalate_complaint,low,in_progress,2024-01-16,,,2024-01-14
TSK04521,,DLR003,AGT030,CUS01671,follow_up_call,medium,pending,2024-01-20,,,2024-01-16
TSK04522,CALL009459,DLR004,AGT022,CUS00457,confirm_appointment,low,completed,2024-01-04,2024-01-04,,2023-12-31
TSK04523,CALL001806,DLR004,AGT027,CUS00408,send_recall_info,low,completed,2024-01-30,,,2024-01-30
TSK04524,CALL013018,DLR002,AGT029,CUS01174,update_contact,low,completed,2024-01-31,2024-01-31,,2024-01-28
TSK04525,,DLR003,AGT030,CUS01647,send_survey,high,cancelled,2024-01-03,2024-01-03,,2023-12-31
TSK04526,CALL000381,DLR002,AGT012,CUS00582,schedule_appointment,high,completed,2024-01-26,2024-01-26,,2024-01-26
TSK04527,CALL001772,DLR004,AGT003,CUS01258,update_contact,low,completed,2024-01-17,,,2024-01-16
TSK04528,,DLR004,AGT004,CUS00392,send_recall_info,high,completed,2024-01-16,,,2024-01-11
TSK04529,,DLR001,AGT024,CUS00416,escalate_complaint,low,completed,2024-01-07,,,2024-01-06
TSK04530,CALL012574,DLR004,AGT020,CUS01869,follow_up_call,medium,cancelled,2024-01-04,,,2024-01-04
TSK04531,,DLR004,AGT012,CUS01317,confirm_appointment,low,completed,2024-01-08,2024-01-08,,2024-01-07
TSK04532,CALL009148,DLR003,AGT022,CUS00771,send_survey,high,pending,2024-01-15,2024-01-15,,2024-01-13
TSK04533,CALL005960,DLR001,AGT015,CUS00913,send_coupon,medium,pending,2024-01-21,,,2024-01-20
TSK04534,CALL009248,DLR002,AGT002,CUS01879,update_contact,medium,completed,2024-01-08,,,2024-01-05
TSK04535,CALL003633,DLR002,AGT030,CUS00680,confirm_appointment,high,completed,2024-01-18,2024-01-18,,2024-01-15
TSK04536,,DLR003,AGT021,CUS00885,send_coupon,medium,in_progress,2024-01-12,,,2024-01-11
TSK04537,CALL011213,DLR005,AGT008,CUS01639,send_coupon,low,in_progress,2024-01-03,,,2023-12-31
TSK04538,CALL008190,DLR001,AGT012,CUS01211,confirm_appointment,high,completed,2024-01-08,,,2024-01-05
TSK04539,CALL005300,DLR004,AGT009,CUS00983,schedule_appointment,medium,completed,2024-01-20,2024-01-20,,2024-01-16
TSK04540,CALL004499,DLR004,AGT010,CUS01521,schedule_appointment,medium,pending,2024-01-19,,,2024-01-15
TSK04541,CALL008333,DLR002,AGT027,CUS01430,follow_up_call,high,in_progress,2024-01-18,,,2024-01-13
TSK04542,CALL013257,DLR004,AGT007,CUS00517,schedule_appointment,medium,completed,2024-01-20,2024-01-20,,2024-01-15
TSK04543,CALL009050,DLR005,AGT004,CUS01682,confirm_appointment,medium,pending,2024-01-03,2024-01-03,,2024-01-02
TSK04544,CALL010315,DLR004,AGT014,CUS00719,send_survey,low,pending,2024-01-19,,,2024-01-16
TSK04545,CALL005315,DLR005,AGT009,CUS00993,escalate_complaint,medium,in_progress,2024-01-28,,,2024-01-27
TSK04546,,DLR003,AGT002,CUS01823,follow_up_call,medium,completed,2024-02-04,2024-02-04,,2024-02-04
TSK04547,CALL014359,DLR001,AGT002,CUS01840,confirm_appointment,high,completed,2024-01-18,,,2024-01-13
TSK04548,CALL010722,DLR002,AGT004,CUS00143,follow_up_call,medium,cancelled,2024-01-27,2024-01-27,,2024-01-22
TSK04549,CALL009231,DLR005,AGT022,CUS01621,escalate_complaint,high,pending,2024-01-17,,,2024-01-17
TSK04550,CALL011476,DLR002,AGT019,CUS00534,confirm_appointment,high,in_progress,2024-01-06,2024-01-06,,2024-01-03
TSK04551,,DLR002,AGT029,CUS01790,escalate_complaint,low,completed,2024-01-20,,,2024-01-18
TSK04552,CALL014971,DLR005,AGT002,CUS01697,send_coupon,high,in_progress,2024-02-05,2024-02-05,,2024-02-04
TSK04553,,DLR003,AGT018,CUS00477,send_coupon,low,completed,2024-01-25,,,2024-01-21
TSK04554,CALL003436,DLR004,AGT009,CUS00876,confirm_appointment,low,pending,2024-02-01,,,2024-01-30
TSK04555,CALL011662,DLR004,AGT030,CUS00968,update_contact,low,pending,2024-01-16,2024-01-16,,2024-01-15
TSK04556,CALL001088,DLR004,AGT024,CUS01878,send_survey,medium,completed,2024-01-17,2024-01-17,,2024-01-17
TSK04557,CALL001495,DLR005,AGT018,CUS01510,confirm_appointment,low,pending,2024-01-17,2024-01-17,,2024-01-12
TSK04558,CALL005519,DLR004,AGT027,CUS01531,schedule_appointment,high,completed,2024-01-14,,,2024-01-13
TSK04559,CALL014236,DLR003,AGT019,CUS00971,confirm_appointment,medium,completed,2024-02-01,,,2024-01-28
TSK04560,,DLR004,AGT018,CUS00375,update_contact,high,in_progress,2024-02-03,2024-02-03,,2024-01-29
TSK04561,CALL010300,DLR004,AGT030,CUS01504,confirm_appointment,high,cancelled,2024-01-15,,,2024-01-12
TSK04562,CALL000157,DLR005,AGT019,CUS01280,send_coupon,low,pending,2024-01-05,,,2024-01-04
TSK04563,CALL013379,DLR002,AGT014,CUS00118,send_recall_info,high,pending,2024-01-05,,,2024-01-04
TSK04564,CALL005841,DLR002,AGT018,CUS00838,escalate_complaint,high,pending,2024-01-19,,,2024-01-18
TSK04565,CALL002106,DLR004,AGT012,CUS00739,update_contact,low,completed,2024-01-05,,,2024-01-05
TSK04566,,DLR005,AGT023,CUS01248,send_recall_info,low,in_progress,2024-01-22,2024-01-22,,2024-01-22
TSK04567,CALL010843,DLR004,AGT003,CUS01370,send_survey,medium,in_progress,2024-01-14,2024-01-14,,2024-01-13
TSK04568,CALL010267,DLR004,AGT025,CUS00144,send_coupon,medium,pending,2024-01-20,,,2024-01-18
TSK04569,CALL006034,DLR003,AGT027,CUS00798,send_coupon,low,pending,2024-01-13,2024-01-13,,2024-01-13
TSK04570,,DLR002,AGT012,CUS00802,follow_up_call,low,completed,2024-01-30,2024-01-30,,2024-01-28
TSK04571,CALL004047,DLR005,AGT009,CUS01398,send_recall_info,high,completed,2024-01-11,,,2024-01-06
TSK04572,CALL011170,DLR003,AGT010,CUS01616,schedule_appointment,medium,completed,2024-01-05,,,2024-01-04
TSK04573,CALL010750,DLR002,AGT029,CUS01208,send_coupon,medium,pending,2024-01-03,,,2024-01-02
TSK04574,CALL006377,DLR002,AGT024,CUS00896,send_recall_info,low,pending,2024-02-05,,,2024-02-03
TSK04575,CALL003223,DLR001,AGT004,CUS01812,schedule_appointment,high,completed,2024-02-05,,,2024-01-31
TSK04576,CALL009188,DLR004,AGT020,CUS01955,send_recall_info,medium,in_progress,2024-01-13,,,2024-01-11
TSK04577,CALL009234,DLR002,AGT004,CUS01168,follow_up_call,high,completed,2024-01-31,,,2024-01-27
TSK04578,,DLR004,AGT030,CUS01804,send_coupon,medium,pending,2024-01-17,,,2024-01-15
TSK04579,CALL011067,DLR003,AGT005,CUS00937,schedule_appointment,low,in_progress,2024-01-10,2024-01-10,,2024-01-06
TSK04580,,DLR002,AGT018,CUS00799,send_survey,low,in_progress,2024-01-30,,,2024-01-28
TSK04581,CALL005536,DLR005,AGT011,CUS00238,send_recall_info,medium,cancelled,2024-01-10,,,2024-01-09
TSK04582,CALL000211,DLR004,AGT025,CUS00337,escalate_complaint,high,in_progress,2024-02-06,2024-02-06,,2024-02-04
TSK04583,CALL011946,DLR004,AGT018,CUS00442,confirm_appointment,high,pending,2024-01-07,,,2024-01-03
TSK04584,CALL006055,DLR003,AGT026,CUS01477,confirm_appointment,medium,completed,2024-01-23,2024-01-23,,2024-01-19
TSK04585,CALL008010,DLR001,AGT029,CUS00654,send_coupon,medium,completed,2024-01-16,,,2024-01-12
TSK04586,CALL002816,DLR005,AGT021,CUS00568,send_survey,high,pending,2024-01-24,,,2024-01-20
TSK04587,,DLR003,AGT021,CUS00780,escalate_complaint,high,completed,2024-01-20,2024-01-20,,2024-01-20
TSK04588,CALL002049,DLR004,AGT007,CUS00188,schedule_appointment,medium,completed,2024-01-23,,,2024-01-19
TSK04589,,DLR001,AGT017,CUS00499,send_recall_info,medium,cancelled,2024-02-02,2024-02-02,,2024-02-02
TSK04590,,DLR004,AGT020,CUS00417,confirm_appointment,medium,completed,2024-01-19,2024-01-19,,2024-01-18
TSK04591,CALL014812,DLR003,AGT017,CUS01452,update_contact,low,pending,2024-02-07,2024-02-07,,2024-02-03
TSK04592,CALL009920,DLR003,AGT009,CUS00814,confirm_appointment,low,cancelled,2024-01-12,,,2024-01-11
TSK04593,,DLR004,AGT029,CUS01684,follow_up_call,medium,pending,2024-01-09,,,2024-01-07
TSK04594,CALL007418,DLR005,AGT018,CUS00855,escalate_complaint,low,completed,2024-01-15,,,2024-01-11
TSK04595,CALL010970,DLR002,AGT029,CUS00400,send_recall_info,medium,completed,2024-01-01,2024-01-01,,2023-12-27
TSK04596,CALL005565,DLR002,AGT014,CUS00178,escalate_complaint,medium,completed,2024-01-22,,,2024-01-17
TSK04597,,DLR005,AGT010,CUS01197,send_recall_info,medium,in_progress,2024-01-05,,,2024-01-02
TSK04598,,DLR003,AGT019,CUS00608,send_recall_info,medium,pending,2024-01-14,,,2024-01-12
TSK04599,CALL005030,DLR002,AGT019,CUS00116,send_recall_info,high,pending,2024-01-05,2024-01-05,,2024-01-04
TSK04600,CALL002261,DLR003,AGT005,CUS01016,update_contact,medium,completed,2024-01-08,2024-01-08,,2024-01-08
TSK04601,CALL014289,DLR001,AGT012,CUS00741,send_recall_info,low,completed,2024-01-10,2024-01-10,,2024-01-08
TSK04602,CALL012457,DLR005,AGT016,CUS00969,send_recall_info,low,pending,2024-01-08,2024-01-08,,2024-01-03
TSK04603,,DLR003,AGT001,CUS01457,confirm_appointment,medium,completed,2024-01-16,2024-01-16,,2024-01-13
TSK04604,,DLR004,AGT007,CUS01233,send_survey,medium,completed,2024-01-28,2024-01-28,,2024-01-27
TSK04605,CALL013572,DLR001,AGT013,CUS00391,schedule_appointment,medium,completed,2024-02-07,2024-02-07,,2024-02-07
TSK04606,CALL008718,DLR001,AGT005,CUS01163,follow_up_call,medium,in_progress,2024-01-19,2024-01-19,,2024-01-15
TSK04607,CALL002963,DLR003,AGT012,CUS01499,follow_up_call,low,completed,2024-01-04,2024-01-04,,2024-01-04
TSK04608,CALL011437,DLR001,AGT009,CUS00825,follow_up_call,low,completed,2024-01-01,2024-01-01,,2023-12-28
TSK04609,CALL013886,DLR003,AGT022,CUS00482,update_contact,medium,completed,2024-01-17,,,2024-01-16
TSK04610,,DLR004,AGT021,CUS00808,update_contact,medium,in_progress,2024-01-10,,,2024-01-06
TSK04611,CALL009904,DLR003,AGT029,CUS00124,update_contact,low,cancelled,2024-01-07,,,2024-01-02
TSK04612,CALL014260,DLR001,AGT013,CUS01816,schedule_appointment,medium,completed,2024-01-23,2024-01-23,,2024-01-18
TSK04613,,DLR003,AGT013,CUS01330,follow_up_call,medium,completed,2024-01-08,2024-01-08,,2024-01-04
TSK04614,CALL000245,DLR002,AGT008,CUS01716,escalate_complaint,medium,completed,2024-02-01,,,2024-01-31
TSK04615,CALL001134,DLR001,AGT013,CUS00352,schedule_appointment,medium,completed,2024-01-20,,,2024-01-20
TSK04616,,DLR001,AGT002,CUS01040,confirm_appointment,medium,pending,2024-01-15,2024-01-15,,2024-01-11
TSK04617,,DLR005,AGT019,CUS01180,escalate_complaint,medium,cancelled,2024-01-23,2024-01-23,,2024-01-21
TSK04618,CALL000977,DLR002,AGT016,CUS00834,update_contact,high,in_progress,2024-01-30,,,2024-01-28
TSK04619,CALL006178,DLR002,AGT020,CUS01086,follow_up_call,low,pending,2024-02-06,2024-02-06,,2024-02-06
TSK04620,,DLR001,AGT024,CUS00159,update_contact,medium,pending,2024-01-05,,,2024-01-05
TSK04621,CALL010006,DLR001,AGT005,CUS00989,confirm_appointment,high,completed,2024-01-14,2024-01-14,,2024-01-10
TSK04622,CALL008929,DLR004,AGT018,CUS00677,send_recall_info,medium,in_progress,2024-01-13,2024-01-13,,2024-01-11
TSK04623,,DLR004,AGT020,CUS00351,send_survey,high,completed,2024-01-11,2024-01-11,,2024-01-07
TSK04624,CALL002007,DLR005,AGT030,CUS01330,confirm_appointment,high,in_progress,2024-01-04,2024-01-04,,2024-01-02
TSK04625,CALL013806,DLR003,AGT019,CUS01833,follow_up_call,medium,completed,2024-01-08,2024-01-08,,2024-01-04
TSK04626,,DLR004,AGT007,CUS00413,follow_up_call,medium,completed,2024-01-02,,,2023-12-29
TSK04627,CALL009405,DLR003,AGT019,CUS01056,follow_up_call,high,pending,2024-02-07,2024-02-07,,2024-02-02
TSK04628,CALL005086,DLR005,AGT019,CUS00603,confirm_appointment,medium,pending,2024-02-05,2024-02-05,,2024-02-05
TSK04629,CALL011180,DLR002,AGT024,CUS00846,follow_up_call,high,cancelled,2024-01-24,,,2024-01-19
TSK04630,,DLR005,AGT020,CUS01224,send_coupon,medium,completed,2024-01-01,2024-01-01,,2023-12-28
TSK04631,CALL009467,DLR003,AGT003,CUS00599,follow_up_call,high,pending,2024-01-05,,,2024-01-03
TSK04632,,DLR005,AGT014,CUS00217,schedule_appointment,low,pending,2024-01-17,,,2024-01-13
TSK04633,CALL011970,DLR002,AGT020,CUS01408,send_recall_info,medium,completed,2024-01-20,2024-01-20,,2024-01-17
TSK04634,,DLR005,AGT014,CUS00032,follow_up_call,medium,completed,2024-01-11,,,2024-01-09
TSK04635,CALL009069,DLR005,AGT029,CUS00964,send_recall_info,medium,cancelled,2024-02-02,,,2024-01-30
TSK04636,,DLR001,AGT025,CUS00746,escalate_complaint,medium,pending,2024-01-14,2024-01-14,,2024-01-13
TSK04637,CALL010830,DLR003,AGT004,CUS00019,escalate_complaint,medium,pending,2024-02-03,2024-02-03,,2024-01-29
TSK04638,CALL013910,DLR001,AGT004,CUS00582,send_survey,medium,pending,2024-02-03,,,2024-02-02
TSK04639,,DLR001,AGT002,CUS01209,send_survey,high,pending,2024-01-09,,,2024-01-04
TSK04640,CALL008308,DLR003,AGT001,CUS01457,confirm_appointment,medium,pending,2024-01-29,,,2024-01-25
TSK04641,CALL010718,DLR002,AGT022,CUS01925,follow_up_call,high,completed,2024-01-12,,,2024-01-11
TSK04642,,DLR004,AGT029,CUS00459,update_contact,low,pending,2024-01-09,,,2024-01-08
TSK04643,CALL014691,DLR003,AGT003,CUS01220,send_survey,high,completed,2024-01-31,2024-01-31,,2024-01-27
TSK04644,CALL005027,DLR004,AGT024,CUS00129,schedule_appointment,low,cancelled,2024-01-30,,,2024-01-30
TSK04645,CALL002215,DLR005,AGT025,CUS01190,update_contact,high,pending,2024-02-06,2024-02-06,,2024-02-06
TSK04646,,DLR003,AGT008,CUS00170,follow_up_call,medium,completed,2024-01-24,,,2024-01-19
TSK04647,,DLR005,AGT010,CUS00330,send_coupon,medium,in_progress,2024-01-03,,,2023-12-29
TSK04648,CALL001528,DLR002,AGT017,CUS00146,send_recall_info,low,completed,2024-02-03,2024-02-03,,2024-01-29
TSK04649,CALL002762,DLR005,AGT029,CUS01009,schedule_appointment,medium,in_progress,2024-02-05,2024-02-05,,2024-02-02
TSK04650,CALL009381,DLR005,AGT014,CUS01208,escalate_complaint,low,in_progress,2024-01-31,,,2024-01-26
TSK04651,CALL002655,DLR005,AGT030,CUS00129,schedule_appointment,medium,completed,2024-02-04,,,2024-02-04
TSK04652,CALL003100,DLR003,AGT030,CUS01121,send_survey,high,pending,2024-01-29,,,2024-01-25
TSK04653,,DLR005,AGT009,CUS01258,send_coupon,medium,pending,2024-01-07,,,2024-01-04
TSK04654,CALL002477,DLR003,AGT019,CUS00437,update_contact,low,completed,2024-01-15,,,2024-01-15
TSK04655,CALL003511,DLR005,AGT017,CUS00974,send_recall_info,medium,pending,2024-02-06,,,2024-02-06
TSK04656,,DLR001,AGT012,CUS00459,confirm_appointment,high,pending,2024-01-06,2024-01-06,,2024-01-06
TSK04657,CALL007573,DLR002,AGT022,CUS00829,confirm_appointment,medium,cancelled,2024-01-30,,,2024-01-29
TSK04658,CALL012938,DLR002,AGT005,CUS01328,escalate_complaint,low,pending,2024-01-29,2024-01-29,,2024-01-29
TSK04659,,DLR004,AGT022,CUS00918,follow_up_call,medium,in_progress,2024-01-06,,,2024-01-01
TSK04660,CALL007646,DLR001,AGT016,CUS00461,follow_up_call,medium,completed,2024-01-20,2024-01-20,,2024-01-19
TSK04661,CALL006327,DLR002,AGT018,CUS01377,send_coupon,medium,pending,2024-01-02,,,2024-01-02
TSK04662,CALL006769,DLR003,AGT028,CUS01007,schedule_appointment,medium,pending,2024-01-20,,,2024-01-16
TSK04663,,DLR002,AGT028,CUS01191,confirm_appointment,high,cancelled,2024-02-07,,,2024-02-02
TSK04664,CALL008178,DLR002,AGT021,CUS01494,update_contact,medium,pending,2024-01-11,,,2024-01-06
TSK04665,,DLR001,AGT017,CUS00412,update_contact,low,in_progress,2024-01-05,2024-01-05,,2024-01-05
TSK04666,,DLR005,AGT030,CUS00074,escalate_complaint,medium,completed,2024-01-28,,,2024-01-28
TSK04667,CALL000117,DLR003,AGT012,CUS00080,escalate_complaint,low,pending,2024-01-09,,,2024-01-06
TSK04668,CALL007889,DLR001,AGT023,CUS00126,update_contact,low,pending,2024-01-21,,,2024-01-18
TSK04669,,DLR003,AGT007,CUS01990,send_recall_info,medium,pending,2024-01-11,,,2024-01-06
TSK04670,,DLR002,AGT026,CUS00076,schedule_appointment,medium,pending,2024-01-16,,,2024-01-15
TSK04671,,DLR002,AGT027,CUS01959,send_coupon,medium,pending,2024-02-03,,,2024-01-29
TSK04672,CALL011953,DLR002,AGT018,CUS01538,send_survey,medium,cancelled,2024-01-29,,,2024-01-29
TSK04673,CALL014845,DLR003,AGT030,CUS00505,schedule_appointment,medium,completed,2024-01-31,,,2024-01-29
TSK04674,CALL013981,DLR005,AGT001,CUS01119,schedule_appointment,medium,completed,2024-01-01,,,2023-12-29
TSK04675,CALL003454,DLR003,AGT016,CUS01916,send_recall_info,low,pending,2024-01-11,,,2024-01-11
TSK04676,,DLR002,AGT013,CUS00541,send_coupon,medium,completed,2024-01-28,2024-01-28,,2024-01-26
TSK04677,,DLR003,AGT019,CUS01845,send_recall_info,medium,pending,2024-02-07,,,2024-02-07
TSK04678,CALL005296,DLR001,AGT030,CUS01804,update_contact,medium,completed,2024-02-03,,,2024-01-31
TSK04679,,DLR004,AGT025,CUS01478,send_survey,high,completed,2024-01-28,,,2024-01-24
TSK04680,CALL013390,DLR004,AGT030,CUS00263,escalate_complaint,low,completed,2024-01-12,2024-01-12,,2024-01-09
TSK04681,CALL003822,DLR004,AGT005,CUS00495,send_recall_info,medium,completed,2024-01-19,,,2024-01-16
TSK04682,CALL003039,DLR001,AGT020,CUS01495,follow_up_call,medium,cancelled,2024-01-29,,,2024-01-25
TSK04683,CALL008989,DLR004,AGT014,CUS01214,follow_up_call,medium,in_progress,2024-01-15,2024-01-15,,2024-01-14
TSK04684,,DLR004,AGT011,CUS00417,confirm_appointment,high,completed,2024-01-13,,,2024-01-10
TSK04685,CALL012554,DLR004,AGT013,CUS00665,escalate_complaint,high,completed,2024-01-04,,,2023-12-30
TSK04686,CALL010320,DLR003,AGT010,CUS01756,send_coupon,medium,pending,2024-01-14,,,2024-01-13
TSK04687,CALL011936,DLR005,AGT022,CUS00867,send_recall_info,low,in_progress,2024-02-06,2024-02-06,,2024-02-01
TSK04688,CALL005571,DLR004,AGT010,CUS01889,update_contact,medium,completed,2024-01-22,,,2024-01-18
TSK04689,,DLR004,AGT024,CUS00037,follow_up_call,medium,completed,2024-01-20,2024-01-20,,2024-01-18
TSK04690,CALL005085,DLR003,AGT012,CUS01749,escalate_complaint,medium,in_progress,2024-01-02,2024-01-02,,2023-12-30
TSK04691,,DLR004,AGT016,CUS01706,update_contact,high,completed,2024-01-19,2024-01-19,,2024-01-15
TSK04692,,DLR003,AGT008,CUS01523,send_survey,high,in_progress,2024-02-05,2024-02-05,,2024-02-04
TSK04693,CALL001486,DLR001,AGT015,CUS01226,send_recall_info,high,completed,2024-01-06,2024-01-06,,2024-01-02
TSK04694,,DLR005,AGT019,CUS00510,send_coupon,high,completed,2024-01-17,2024-01-17,,2024-01-14
TSK04695,CALL013315,DLR004,AGT029,CUS01940,escalate_complaint,medium,pending,2024-01-25,2024-01-25,,2024-01-21
TSK04696,CALL014321,DLR003,AGT003,CUS00617,send_survey,medium,completed,2024-01-05,,,2024-01-03
TSK04697,CALL006313,DLR004,AGT023,CUS01882,escalate_complaint,low,in_progress,2024-01-25,,,2024-01-25
TSK04698,CALL005119,DLR004,AGT013,CUS00187,escalate_complaint,low,completed,2024-01-10,,,2024-01-08
TSK04699,CALL000198,DLR001,AGT001,CUS00084,send_recall_info,medium,completed,2024-01-30,,,2024-01-28
TSK04700,,DLR002,AGT008,CUS01863,follow_up_call,low,pending,2024-01-15,,,2024-01-13
TSK04701,,DLR005,AGT004,CUS01667,update_contact,medium,pending,2024-01-14,,,2024-01-11
TSK04702,,DLR005,AGT028,CUS01031,follow_up_call,low,in_progress,2024-01-24,2024-01-24,,2024-01-19
TSK04703,CALL011185,DLR003,AGT030,CUS00689,send_coupon,high,completed,2024-01-25,2024-01-25,,2024-01-22
TSK04704,,DLR003,AGT024,CUS01380,send_coupon,medium,pending,2024-01-11,2024-01-11,,2024-01-06
TSK04705,CALL012893,DLR004,AGT025,CUS01446,escalate_complaint,medium,completed,2024-02-04,,,2024-01-31
TSK04706,CALL008378,DLR004,AGT019,CUS01167,update_contact,medium,pending,2024-02-06,,,2024-02-04
TSK04707,CALL012980,DLR001,AGT023,CUS00256,follow_up_call,medium,completed,2024-01-30,,,2024-01-29
TSK04708,,DLR002,AGT027,CUS00901,schedule_appointment,low,completed,2024-02-05,,,2024-02-02
TSK04709,,DLR003,AGT027,CUS00348,follow_up_call,medium,completed,2024-01-16,,,2024-01-14
TSK04710,,DLR005,AGT023,CUS00142,schedule_appointment,medium,cancelled,2024-01-25,,,2024-01-25
TSK04711,CALL008547,DLR001,AGT030,CUS00513,escalate_complaint,low,in_progress,2024-01-20,,,2024-01-16
TSK04712,CALL004038,DLR005,AGT012,CUS00254,schedule_appointment,low,pending,2024-01-20,2024-01-20,,2024-01-16
TSK04713,CALL014611,DLR001,AGT028,CUS01623,confirm_appointment,low,completed,2024-01-02,,,2023-12-30
TSK04714,CALL012379,DLR004,AGT012,CUS01756,update_contact,high,completed,2024-01-13,2024-01-13,,2024-01-13
TSK04715,CALL003944,DLR002,AGT009,CUS00066,escalate_complaint,medium,in_progress,2024-02-04,2024-02-04,,2024-01-30
TSK04716,CALL002660,DLR004,AGT007,CUS01129,escalate_complaint,low,pending,2024-01-01,,,2023-12-31
TSK04717,,DLR003,AGT014,CUS00068,schedule_appointment,medium,completed,2024-01-23,2024-01-23,,2024-01-20
TSK04718,CALL003250,DLR005,AGT017,CUS01765,follow_up_call,low,completed,2024-01-19,,,2024-01-14
TSK04719,CALL013574,DLR001,AGT014,CUS00822,schedule_appointment,medium,in_progress,2024-01-22,,,2024-01-20
